Frame:1 FPS:22.7217 iou:0.802398
Frame:2 FPS:16.748 iou:0.826066
Frame:3 FPS:17.3084 iou:0.759458
Frame:4 FPS:21.5318 iou:0.793304
Frame:5 FPS:22.1018 iou:0.788671
Frame:6 FPS:23.383 iou:0.761576
Frame:7 FPS:23.0024 iou:0.725936
Frame:8 FPS:23.9157 iou:0.736615
Frame:9 FPS:23.6348 iou:0.700402
Frame:10 FPS:23.5301 iou:0.69373
Frame:11 FPS:23.1937 iou:0.642293
Frame:12 FPS:22.9812 iou:0.609129
Frame:13 FPS:23.3105 iou:0.616687
Frame:14 FPS:22.8184 iou:0.623793
Frame:15 FPS:23.6471 iou:0.655919
Frame:16 FPS:23.5363 iou:0.629044
Frame:17 FPS:23.5717 iou:0.634921
Frame:18 FPS:23.1107 iou:0.632243
Frame:19 FPS:23.0847 iou:0.634921
Frame:20 FPS:23.0756 iou:0.691059
Frame:21 FPS:22.4065 iou:0.665425
Frame:22 FPS:20.9236 iou:0.636907
Frame:23 FPS:19.5661 iou:0.577545
Frame:24 FPS:20.1499 iou:0.595849
Frame:25 FPS:19.4839 iou:0.54924
Frame:26 FPS:20.1975 iou:0.5453
Frame:27 FPS:19.8236 iou:0.521978
Frame:28 FPS:20.154 iou:0.524054
Frame:29 FPS:23.5165 iou:0.516972
Frame:30 FPS:23.756 iou:0.539636
Frame:31 FPS:22.9978 iou:0.55364
Frame:32 FPS:23.0978 iou:0.558269
Frame:33 FPS:22.5689 iou:0.550294
Frame:34 FPS:23.7132 iou:0.515918
Frame:35 FPS:23.9667 iou:0.484016
Frame:36 FPS:23.4468 iou:0.470095
Frame:37 FPS:23.0664 iou:0.487834
Frame:38 FPS:22.9037 iou:0.504715
Frame:39 FPS:23.9532 iou:0.522741
Frame:40 FPS:23.4484 iou:0.494415
Frame:41 FPS:23.355 iou:0.474243
Frame:42 FPS:23.7075 iou:0.4617
Frame:43 FPS:23.9779 iou:0.458519
Frame:44 FPS:23.933 iou:0.443962
Frame:45 FPS:23.1369 iou:0.405736
Frame:46 FPS:23.965 iou:0.474693
Frame:47 FPS:24.7309 iou:0.483326
Frame:48 FPS:24.379 iou:0.521458
Frame:49 FPS:24.1566 iou:0.502852
Frame:50 FPS:25.0273 iou:0.504159
Frame:51 FPS:24.4337 iou:0.505114
Frame:52 FPS:24.6573 iou:0.506747
Frame:53 FPS:24.839 iou:0.548738
Frame:54 FPS:24.2466 iou:0.549682
Frame:55 FPS:23.9663 iou:0.559498
Frame:56 FPS:24.267 iou:0.592314
Frame:57 FPS:24.2718 iou:0.626868
Frame:58 FPS:25.0608 iou:0.604393
Frame:59 FPS:22.495 iou:0.572109
Frame:60 FPS:24.6763 iou:0.550655
Frame:61 FPS:24.7933 iou:0.551677
Frame:62 FPS:24.5066 iou:0.551677
Frame:63 FPS:23.7529 iou:0.574602
Frame:64 FPS:24.7291 iou:0.575036
Frame:65 FPS:24.3676 iou:0.541653
Frame:66 FPS:24.5884 iou:0.520395
Frame:67 FPS:25.2826 iou:0.518859
Frame:68 FPS:25.3205 iou:0.50758
Frame:69 FPS:24.3355 iou:0.466187
Frame:70 FPS:25.1052 iou:0.473741
Frame:71 FPS:25.2304 iou:0.47153
Frame:72 FPS:24.1624 iou:0.460029
Frame:73 FPS:24.3364 iou:0.460029
Frame:74 FPS:24.8475 iou:0.462462
Frame:75 FPS:24.3024 iou:0.481145
Frame:76 FPS:25.204 iou:0.471711
Frame:77 FPS:25.391 iou:0.492683
Frame:78 FPS:24.5378 iou:0.482628
Frame:79 FPS:24.8477 iou:0.506226
Frame:80 FPS:24.8157 iou:0.597023
Frame:81 FPS:24.4734 iou:0.646837
Frame:82 FPS:24.391 iou:0.608729
Frame:83 FPS:24.9432 iou:0.582825
Frame:84 FPS:24.2487 iou:0.546212
Frame:85 FPS:24.8568 iou:0.523049
Frame:86 FPS:24.7651 iou:0.520599
Frame:87 FPS:24.6431 iou:0.517636
Frame:88 FPS:24.8251 iou:0.485097
Frame:89 FPS:25.1291 iou:0.472659
Frame:90 FPS:24.2756 iou:0.478814
Frame:91 FPS:25.3055 iou:0.478814
Frame:92 FPS:25.2457 iou:0.488789
Frame:93 FPS:24.4928 iou:0.508536
Frame:94 FPS:24.9894 iou:0.525085
Frame:95 FPS:25.3779 iou:0.529012
Frame:96 FPS:24.4418 iou:0.542756
Frame:97 FPS:24.1319 iou:0.541915
Frame:98 FPS:25.3143 iou:0.516109
Frame:99 FPS:24.6118 iou:0.514146
Frame:100 FPS:25.0513 iou:0.474991
Frame:101 FPS:25.1657 iou:0.538549
Frame:102 FPS:24.4307 iou:0.560306
Frame:103 FPS:25.574 iou:0.548633
Frame:104 FPS:25.5394 iou:0.570798
Frame:105 FPS:24.8585 iou:0.53696
Frame:106 FPS:25.4921 iou:0.558653
Frame:107 FPS:25.0527 iou:0.568588
Frame:108 FPS:25.8697 iou:0.568588
Frame:109 FPS:25.2705 iou:0.542054
Frame:110 FPS:24.5871 iou:0.497323
Frame:111 FPS:25.7388 iou:0.492144
Frame:112 FPS:25.0157 iou:0.479193
Frame:113 FPS:25.0643 iou:0.479193
Frame:114 FPS:24.7687 iou:0.466242
Frame:115 FPS:25.0699 iou:0.504148
Frame:116 FPS:24.8448 iou:0.534364
Frame:117 FPS:25.4266 iou:0.597017
Frame:118 FPS:25.4078 iou:0.579399
Frame:119 FPS:25.4725 iou:0.552121
Frame:120 FPS:25.2519 iou:0.533397
Frame:121 FPS:24.7558 iou:0.525501
Frame:122 FPS:24.9139 iou:0.492144
Frame:123 FPS:25.7336 iou:0.524515
Frame:124 FPS:25.1927 iou:0.492144
Frame:125 FPS:24.5729 iou:0.467505
Frame:126 FPS:25.7776 iou:0.493392
Frame:127 FPS:24.9525 iou:0.474233
Frame:128 FPS:25.2173 iou:0.462073
Frame:129 FPS:25.1154 iou:0.480741
Frame:130 FPS:24.2229 iou:0.449913
Frame:131 FPS:25.1368 iou:0.425922
Frame:132 FPS:25.2098 iou:0.414091
Frame:133 FPS:24.9217 iou:0.462073
Frame:134 FPS:25.737 iou:0.51972
Frame:135 FPS:25.8497 iou:0.574427
Frame:136 FPS:23.6101 iou:0.583405
Frame:137 FPS:25.2319 iou:0.554946
Frame:138 FPS:24.8358 iou:0.51972
Frame:139 FPS:25.4243 iou:0.527199
Frame:140 FPS:25.6749 iou:0.534063
Frame:141 FPS:25.9011 iou:0.520369
Frame:142 FPS:25.5049 iou:0.499451
Frame:143 FPS:24.9724 iou:0.536772
Frame:144 FPS:25.9808 iou:0.533691
Frame:145 FPS:25.2186 iou:0.542032
Frame:146 FPS:25.2542 iou:0.515591
Frame:147 FPS:25.2828 iou:0.482863
Frame:148 FPS:25.0037 iou:0.518796
Frame:149 FPS:25.8645 iou:0.512898
Frame:150 FPS:25.1206 iou:0.52676
Frame:151 FPS:25.3154 iou:0.540622
Frame:152 FPS:25.5817 iou:0.562463
Frame:153 FPS:25.2817 iou:0.576885
Frame:154 FPS:25.2583 iou:0.576885
Frame:155 FPS:24.2111 iou:0.562463
Frame:156 FPS:25.3057 iou:0.585187
Frame:157 FPS:26.0646 iou:0.555177
Frame:158 FPS:25.1366 iou:0.525168
Frame:159 FPS:25.514 iou:0.495158
Frame:160 FPS:25.1443 iou:0.448689
Frame:161 FPS:24.6138 iou:0.426386
Frame:162 FPS:25.4254 iou:0.400128
Frame:163 FPS:25.7761 iou:0.384991
Frame:164 FPS:25.9123 iou:0.374703
Frame:165 FPS:25.754 iou:0.38854
Frame:166 FPS:26.139 iou:0.376398
Frame:167 FPS:25.5663 iou:0.378972
Frame:168 FPS:25.519 iou:0.352115
Frame:169 FPS:26.131 iou:0.352115
Frame:170 FPS:25.5797 iou:0.408364
Frame:171 FPS:25.2312 iou:0.392507
Frame:172 FPS:25.7558 iou:0.391605
Frame:173 FPS:25.0768 iou:0.362956
Frame:174 FPS:24.6257 iou:0.375363
