Frame:1 FPS:20.2118 iou:0.997571
Frame:2 FPS:12.0466 iou:0.937008
Frame:3 FPS:17.871 iou:0.967754
Frame:4 FPS:20.5236 iou:0.943672
Frame:5 FPS:21.0676 iou:0.810165
Frame:6 FPS:21.6528 iou:0.915251
Frame:7 FPS:20.5965 iou:0.93917
Frame:8 FPS:21.7246 iou:0.847373
Frame:9 FPS:21.54 iou:0.877772
Frame:10 FPS:21.3307 iou:0.829282
Frame:11 FPS:21.7175 iou:0.84672
Frame:12 FPS:20.9919 iou:0.849326
Frame:13 FPS:21.4359 iou:0.860701
Frame:14 FPS:21.4453 iou:0.773676
Frame:15 FPS:21.4225 iou:0.717836
Frame:16 FPS:21.0607 iou:0.722089
Frame:17 FPS:20.7455 iou:0.718086
Frame:18 FPS:21.7184 iou:0.720593
Frame:19 FPS:21.6908 iou:0.777136
Frame:20 FPS:18.5871 iou:0.731178
Frame:21 FPS:20.9587 iou:0.818237
Frame:22 FPS:20.1482 iou:0.8175
Frame:23 FPS:21.091 iou:0.716084
Frame:24 FPS:20.8934 iou:0.721141
Frame:25 FPS:20.871 iou:0.771636
Frame:26 FPS:21.266 iou:0.733131
Frame:27 FPS:21.0501 iou:0.771514
Frame:28 FPS:20.8919 iou:0.742855
Frame:29 FPS:20.515 iou:0.723716
Frame:30 FPS:20.3333 iou:0.719154
Frame:31 FPS:20.1885 iou:0.717897
Frame:32 FPS:21.5275 iou:0.66045
Frame:33 FPS:21.2954 iou:0.643
Frame:34 FPS:21.0175 iou:0.664433
Frame:35 FPS:21.2121 iou:0.75548
Frame:36 FPS:21.6135 iou:0.700669
Frame:37 FPS:21.5899 iou:0.723232
Frame:38 FPS:21.0154 iou:0.696162
Frame:39 FPS:21.0474 iou:0.735178
Frame:40 FPS:21.2717 iou:0.685823
Frame:41 FPS:21.5628 iou:0.704556
Frame:42 FPS:21.4933 iou:0.720658
Frame:43 FPS:21.5592 iou:0.714829
Frame:44 FPS:21.5759 iou:0.757161
Frame:45 FPS:21.6526 iou:0.757069
Frame:46 FPS:20.7331 iou:0.724992
Frame:47 FPS:21.5764 iou:0.745663
Frame:48 FPS:21.542 iou:0.715939
Frame:49 FPS:21.2998 iou:0.716974
Frame:50 FPS:21.3162 iou:0.78363
Frame:51 FPS:21.3976 iou:0.779412
Frame:52 FPS:21.6573 iou:0.794274
Frame:53 FPS:21.073 iou:0.753891
Frame:54 FPS:21.7467 iou:0.772624
Frame:55 FPS:20.5338 iou:0.782733
Frame:56 FPS:21.3351 iou:0.731648
Frame:57 FPS:20.5292 iou:0.736744
Frame:58 FPS:21.1144 iou:0.745523
Frame:59 FPS:21.8193 iou:0.84848
Frame:60 FPS:20.8352 iou:0.866468
Frame:61 FPS:21.1369 iou:0.800145
Frame:62 FPS:21.4587 iou:0.797472
Frame:63 FPS:21.3496 iou:0.740845
Frame:64 FPS:21.8451 iou:0.728455
Frame:65 FPS:21.8019 iou:0.775442
Frame:66 FPS:21.3656 iou:0.759328
Frame:67 FPS:22.1468 iou:0.752618
Frame:68 FPS:21.4148 iou:0.743773
Frame:69 FPS:18.7051 iou:0.748117
Frame:70 FPS:21.7854 iou:0.757537
Frame:71 FPS:21.1461 iou:0.774249
Frame:72 FPS:21.29 iou:0.791995
Frame:73 FPS:21.4637 iou:0.810342
Frame:74 FPS:21.514 iou:0.759843
Frame:75 FPS:21.4801 iou:0.711995
Frame:76 FPS:21.7885 iou:0.727158
Frame:77 FPS:21.9956 iou:0.774194
Frame:78 FPS:21.1116 iou:0.748812
Frame:79 FPS:21.6992 iou:0.75
Frame:80 FPS:21.569 iou:0.774194
Frame:81 FPS:21.9356 iou:0.774194
Frame:82 FPS:21.306 iou:0.708242
Frame:83 FPS:21.3985 iou:0.743413
Frame:84 FPS:21.4116 iou:0.675124
Frame:85 FPS:21.5706 iou:0.705988
Frame:86 FPS:21.0351 iou:0.728219
Frame:87 FPS:21.5942 iou:0.691955
Frame:88 FPS:21.5278 iou:0.739528
Frame:89 FPS:21.3243 iou:0.672348
Frame:90 FPS:20.8581 iou:0.674958
Frame:91 FPS:21.4212 iou:0.689324
Frame:92 FPS:20.6824 iou:0.663646
Frame:93 FPS:21.4922 iou:0.68887
Frame:94 FPS:21.97 iou:0.741904
Frame:95 FPS:21.2686 iou:0.789609
Frame:96 FPS:20.5639 iou:0.805419
Frame:97 FPS:22.0664 iou:0.818009
Frame:98 FPS:21.1454 iou:0.7463
Frame:99 FPS:21.5345 iou:0.714539
Frame:100 FPS:21.8668 iou:0.773421
Frame:101 FPS:21.2754 iou:0.785003
Frame:102 FPS:21.73 iou:0.7932
Frame:103 FPS:21.5133 iou:0.809912
Frame:104 FPS:22.1974 iou:0.774194
Frame:105 FPS:20.7002 iou:0.774194
Frame:106 FPS:21.6498 iou:0.774194
Frame:107 FPS:21.536 iou:0.65976
Frame:108 FPS:21.3541 iou:0.669822
Frame:109 FPS:21.0747 iou:0.694803
Frame:110 FPS:21.1357 iou:0.696774
Frame:111 FPS:21.7392 iou:0.69234
Frame:112 FPS:20.2086 iou:0.696774
Frame:113 FPS:21.4823 iou:0.696774
Frame:114 FPS:21.5299 iou:0.696774
Frame:115 FPS:21.4264 iou:0.710526
Frame:116 FPS:21.1093 iou:0.75
Frame:117 FPS:21.653 iou:0.679951
Frame:118 FPS:21.5433 iou:0.699598
Frame:119 FPS:20.9915 iou:0.670931
Frame:120 FPS:21.5222 iou:0.654545
Frame:121 FPS:21.8163 iou:0.620785
Frame:122 FPS:22.0886 iou:0.665109
Frame:123 FPS:21.3792 iou:0.675
Frame:124 FPS:21.6003 iou:0.675
Frame:125 FPS:20.6346 iou:0.686148
Frame:126 FPS:22.0541 iou:0.688995
Frame:127 FPS:20.8329 iou:0.688995
Frame:128 FPS:22.0748 iou:0.688995
Frame:129 FPS:22.3514 iou:0.688995
Frame:130 FPS:21.684 iou:0.688995
Frame:131 FPS:21.4394 iou:0.682087
Frame:132 FPS:21.821 iou:0.688995
Frame:133 FPS:21.4115 iou:0.682196
Frame:134 FPS:21.6688 iou:0.635294
Frame:135 FPS:21.421 iou:0.635294
Frame:136 FPS:20.0794 iou:0.635294
Frame:137 FPS:18.7607 iou:0.580242
Frame:138 FPS:19.1406 iou:0.578542
Frame:139 FPS:19.3576 iou:0.586854
Frame:140 FPS:21.3294 iou:0.635294
Frame:141 FPS:20.8589 iou:0.635294
Frame:142 FPS:20.8503 iou:0.635294
Frame:143 FPS:21.8492 iou:0.619422
Frame:144 FPS:21.45 iou:0.635294
Frame:145 FPS:21.3993 iou:0.605548
Frame:146 FPS:21.8458 iou:0.605042
Frame:147 FPS:21.7515 iou:0.605042
Frame:148 FPS:21.8119 iou:0.605042
Frame:149 FPS:18.5803 iou:0.605042
Frame:150 FPS:18.6747 iou:0.605042
Frame:151 FPS:18.6475 iou:0.605042
Frame:152 FPS:18.6381 iou:0.605042
Frame:153 FPS:18.5117 iou:0.605042
Frame:154 FPS:18.6656 iou:0.605042
Frame:155 FPS:19.6046 iou:0.605042
Frame:156 FPS:20.8271 iou:0.605042
Frame:157 FPS:21.9775 iou:0.605042
Frame:158 FPS:22.2282 iou:0.605042
Frame:159 FPS:20.5403 iou:0.605042
Frame:160 FPS:20.3532 iou:0.605042
Frame:161 FPS:21.4637 iou:0.605042
Frame:162 FPS:22.1917 iou:0.605042
Frame:163 FPS:22.2588 iou:0.605042
Frame:164 FPS:21.7933 iou:0.605042
Frame:165 FPS:21.9779 iou:0.605042
Frame:166 FPS:21.6919 iou:0.605042
Frame:167 FPS:21.3123 iou:0.605042
Frame:168 FPS:22.5855 iou:0.605042
Frame:169 FPS:22.4232 iou:0.605042
Frame:170 FPS:21.8875 iou:0.605042
Frame:171 FPS:21.6484 iou:0.605042
Frame:172 FPS:21.7387 iou:0.605042
Frame:173 FPS:22.0193 iou:0.605042
Frame:174 FPS:22.5018 iou:0.605042
Frame:175 FPS:18.7519 iou:0.605042
Frame:176 FPS:18.7721 iou:0.605042
Frame:177 FPS:20.7316 iou:0.605042
Frame:178 FPS:22.0047 iou:0.587755
Frame:179 FPS:21.888 iou:0.561039
Frame:180 FPS:20.1121 iou:0.545455
Frame:181 FPS:19.3524 iou:0.545455
Frame:182 FPS:18.7586 iou:0.545455
Frame:183 FPS:21.3724 iou:0.545455
Frame:184 FPS:21.6955 iou:0.545455
Frame:185 FPS:22.3985 iou:0.545455
Frame:186 FPS:21.7367 iou:0.545455
Frame:187 FPS:21.677 iou:0.545455
Frame:188 FPS:21.7888 iou:0.545455
Frame:189 FPS:21.4589 iou:0.545455
Frame:190 FPS:21.4834 iou:0.545455
Frame:191 FPS:21.971 iou:0.545455
Frame:192 FPS:20.3474 iou:0.545455
Frame:193 FPS:20.9808 iou:0.545455
Frame:194 FPS:21.3354 iou:0.545455
Frame:195 FPS:19.9088 iou:0.545455
Frame:196 FPS:21.2874 iou:0.545455
Frame:197 FPS:21.5871 iou:0.545455
Frame:198 FPS:21.4957 iou:0.545455
Frame:199 FPS:21.4256 iou:0.545455
Frame:200 FPS:22.2644 iou:0.545455
Frame:201 FPS:21.5237 iou:0.545455
Frame:202 FPS:22.0489 iou:0.545455
Frame:203 FPS:21.8226 iou:0.545455
Frame:204 FPS:21.4354 iou:0.545455
Frame:205 FPS:21.6802 iou:0.545455
Frame:206 FPS:21.719 iou:0.545455
Frame:207 FPS:22.1553 iou:0.545455
Frame:208 FPS:21.883 iou:0.545455
Frame:209 FPS:21.4708 iou:0.545455
Frame:210 FPS:21.6871 iou:0.545455
Frame:211 FPS:20.9009 iou:0.545455
Frame:212 FPS:21.6276 iou:0.545455
Frame:213 FPS:20.8846 iou:0.545455
Frame:214 FPS:21.5717 iou:0.545455
Frame:215 FPS:21.1399 iou:0.545455
Frame:216 FPS:21.7422 iou:0.545455
Frame:217 FPS:21.255 iou:0.545455
Frame:218 FPS:21.023 iou:0.545455
Frame:219 FPS:21.4431 iou:0.545455
Frame:220 FPS:21.3453 iou:0.530713
Frame:221 FPS:21.6774 iou:0.530713
Frame:222 FPS:21.5368 iou:0.516746
Frame:223 FPS:21.902 iou:0.516746
Frame:224 FPS:21.191 iou:0.516746
Frame:225 FPS:22.373 iou:0.516746
Frame:226 FPS:21.6446 iou:0.516746
Frame:227 FPS:21.4243 iou:0.516746
Frame:228 FPS:20.7102 iou:0.516746
Frame:229 FPS:21.1797 iou:0.516746
Frame:230 FPS:20.1667 iou:0.516746
Frame:231 FPS:21.151 iou:0.516746
Frame:232 FPS:21.4692 iou:0.516746
Frame:233 FPS:21.1653 iou:0.516746
Frame:234 FPS:21.6878 iou:0.516746
Frame:235 FPS:21.0884 iou:0.516746
Frame:236 FPS:21.3421 iou:0.516746
Frame:237 FPS:21.7917 iou:0.516746
Frame:238 FPS:21.5875 iou:0.516746
Frame:239 FPS:21.8643 iou:0.516746
Frame:240 FPS:21.5052 iou:0.516746
Frame:241 FPS:21.7469 iou:0.516746
Frame:242 FPS:21.415 iou:0.516746
Frame:243 FPS:21.5919 iou:0.516746
Frame:244 FPS:21.6524 iou:0.516746
Frame:245 FPS:21.0685 iou:0.516746
Frame:246 FPS:21.5039 iou:0.516746
Frame:247 FPS:21.0604 iou:0.516746
Frame:248 FPS:21.2788 iou:0.516746
Frame:249 FPS:22.064 iou:0.516746
Frame:250 FPS:21.9577 iou:0.516746
Frame:251 FPS:21.7814 iou:0.527473
Frame:252 FPS:21.2784 iou:0.527473
Frame:253 FPS:21.2257 iou:0.503497
Frame:254 FPS:21.1473 iou:0.503497
Frame:255 FPS:21.0364 iou:0.481605
Frame:256 FPS:20.9984 iou:0.469565
Frame:257 FPS:20.8542 iou:0.469565
Frame:258 FPS:21.4355 iou:0.458112
Frame:259 FPS:21.5729 iou:0.458112
Frame:260 FPS:21.4663 iou:0.458112
Frame:261 FPS:21.2297 iou:0.458112
Frame:262 FPS:21.8307 iou:0.458112
Frame:263 FPS:20.7046 iou:0.458112
Frame:264 FPS:21.1794 iou:0.458112
Frame:265 FPS:20.0151 iou:0.458112
Frame:266 FPS:21.0898 iou:0.458112
Frame:267 FPS:21.0366 iou:0.458112
Frame:268 FPS:18.1153 iou:0.458112
Frame:269 FPS:18.7412 iou:0.458112
Frame:270 FPS:20.531 iou:0.458112
Frame:271 FPS:21.5561 iou:0.458112
Frame:272 FPS:21.3942 iou:0.458112
Frame:273 FPS:21.6687 iou:0.458112
Frame:274 FPS:21.4932 iou:0.469565
Frame:275 FPS:21.4865 iou:0.469565
Frame:276 FPS:21.3007 iou:0.481605
Frame:277 FPS:21.459 iou:0.481605
Frame:278 FPS:21.937 iou:0.481605
Frame:279 FPS:21.089 iou:0.481605
Frame:280 FPS:21.3354 iou:0.481605
Frame:281 FPS:21.3414 iou:0.481605
Frame:282 FPS:21.677 iou:0.481605
Frame:283 FPS:20.7866 iou:0.461538
Frame:284 FPS:21.3789 iou:0.45
Frame:285 FPS:17.6338 iou:0.432
Frame:286 FPS:17.4464 iou:0.421463
Frame:287 FPS:10.4274 iou:0.411429
Frame:288 FPS:13.9253 iou:0.40186
Frame:289 FPS:17.9761 iou:0.40186
Frame:290 FPS:16.2727 iou:0.40186
Frame:291 FPS:21.5758 iou:0.40186
Frame:292 FPS:21.637 iou:0.40186
Frame:293 FPS:22.1698 iou:0.40186
Frame:294 FPS:21.3114 iou:0.40186
Frame:295 FPS:20.6523 iou:0.40186
Frame:296 FPS:21.4428 iou:0.40186
Frame:297 FPS:20.2526 iou:0.40186
Frame:298 FPS:20.8497 iou:0.40186
Frame:299 FPS:21.8464 iou:0.40186
Frame:300 FPS:20.8568 iou:0.40186
Frame:301 FPS:21.6994 iou:0.40186
Frame:302 FPS:20.3258 iou:0.411429
Frame:303 FPS:21.3244 iou:0.411429
Frame:304 FPS:20.6752 iou:0.411429
Frame:305 FPS:21.4133 iou:0.411429
Frame:306 FPS:21.1066 iou:0.411429
Frame:307 FPS:21.44 iou:0.411429
Frame:308 FPS:20.862 iou:0.411429
Frame:309 FPS:21.2324 iou:0.411429
Frame:310 FPS:21.5705 iou:0.411429
Frame:311 FPS:21.0454 iou:0.411429
Frame:312 FPS:22.2124 iou:0.411429
Frame:313 FPS:20.9185 iou:0.411429
Frame:314 FPS:21.9669 iou:0.411429
Frame:315 FPS:21.553 iou:0.411429
Frame:316 FPS:20.6527 iou:0.411429
Frame:317 FPS:21.6622 iou:0.411429
Frame:318 FPS:20.9257 iou:0.411429
Frame:319 FPS:21.8028 iou:0.411429
Frame:320 FPS:21.752 iou:0.40186
Frame:321 FPS:21.4656 iou:0.40186
Frame:322 FPS:21.6145 iou:0.40186
Frame:323 FPS:21.7982 iou:0.377622
Frame:324 FPS:22.1741 iou:0.377622
Frame:325 FPS:21.4203 iou:0.369231
Frame:326 FPS:21.1008 iou:0.384
Frame:327 FPS:21.5027 iou:0.375652
Frame:328 FPS:21.4826 iou:0.375652
Frame:329 FPS:21.3597 iou:0.361204
Frame:330 FPS:20.5036 iou:0.361204
Frame:331 FPS:21.225 iou:0.369231
Frame:332 FPS:20.3929 iou:0.377622
Frame:333 FPS:21.7537 iou:0.386404
Frame:334 FPS:21.9475 iou:0.372093
Frame:335 FPS:21.7451 iou:0.380952
Frame:336 FPS:21.1242 iou:0.367347
Frame:337 FPS:21.6039 iou:0.358804
Frame:338 FPS:21.4031 iou:0.350649
Frame:339 FPS:21.2983 iou:0.342857
Frame:340 FPS:21.2239 iou:0.342857
Frame:341 FPS:20.2891 iou:0.342857
Frame:342 FPS:21.0648 iou:0.342857
Frame:343 FPS:21.4468 iou:0.342857
Frame:344 FPS:21.2435 iou:0.342857
Frame:345 FPS:21.2536 iou:0.342857
Frame:346 FPS:20.8969 iou:0.342857
Frame:347 FPS:21.7664 iou:0.342857
Frame:348 FPS:22.039 iou:0.342857
Frame:349 FPS:21.5977 iou:0.355556
Frame:350 FPS:21.414 iou:0.355556
Frame:351 FPS:21.4765 iou:0.369231
Frame:352 FPS:21.0941 iou:0.361204
Frame:353 FPS:22.4072 iou:0.340426
Frame:354 FPS:21.3714 iou:0.333333
Frame:355 FPS:22.2248 iou:0.333333
Frame:356 FPS:22.2729 iou:0.333333
Frame:357 FPS:20.8999 iou:0.333333
Frame:358 FPS:21.4152 iou:0.333333
Frame:359 FPS:21.2785 iou:0.333333
Frame:360 FPS:20.2274 iou:0.333333
Frame:361 FPS:18.5359 iou:0.326531
Frame:362 FPS:21.7306 iou:0.326531
Frame:363 FPS:21.007 iou:0.32
Frame:364 FPS:21.3396 iou:0.326531
Frame:365 FPS:20.8299 iou:0.333333
Frame:366 FPS:21.7814 iou:0.340426
Frame:367 FPS:19.4136 iou:0.340426
Frame:368 FPS:21.6509 iou:0.340426
Frame:369 FPS:21.9605 iou:0.340426
Frame:370 FPS:21.2614 iou:0.340426
Frame:371 FPS:21.5948 iou:0.340426
Frame:372 FPS:21.5838 iou:0.340426
Frame:373 FPS:20.9267 iou:0.340426
Frame:374 FPS:21.0635 iou:0.340426
Frame:375 FPS:20.8934 iou:0.340426
Frame:376 FPS:20.7372 iou:0.340426
Frame:377 FPS:21.7109 iou:0.340426
Frame:378 FPS:21.0829 iou:0.340426
Frame:379 FPS:21.7187 iou:0.340426
Frame:380 FPS:21.358 iou:0.340426
Frame:381 FPS:22.0052 iou:0.340426
Frame:382 FPS:20.5763 iou:0.340426
Frame:383 FPS:21.8395 iou:0.340426
Frame:384 FPS:21.5622 iou:0.340426
