Frame:1 FPS:19.5462 iou:0.997351
Frame:2 FPS:14.2323 iou:0.990351
Frame:3 FPS:15.354 iou:0.978696
Frame:4 FPS:16.8019 iou:0.985963
Frame:5 FPS:16.359 iou:0.989129
Frame:6 FPS:19.6541 iou:0.977714
Frame:7 FPS:19.8092 iou:0.985189
Frame:8 FPS:19.4792 iou:0.956282
Frame:9 FPS:19.9917 iou:0.951484
Frame:10 FPS:20.0442 iou:0.937466
Frame:11 FPS:18.792 iou:0.934326
Frame:12 FPS:19.6821 iou:0.949198
Frame:13 FPS:20.7243 iou:0.924766
Frame:14 FPS:19.5343 iou:0.922095
Frame:15 FPS:19.3829 iou:0.919519
Frame:16 FPS:20.1887 iou:0.93077
Frame:17 FPS:19.4023 iou:0.914865
Frame:18 FPS:20.32 iou:0.928551
Frame:19 FPS:20.002 iou:0.933935
Frame:20 FPS:19.3093 iou:0.905393
Frame:21 FPS:19.3152 iou:0.906247
Frame:22 FPS:20.1796 iou:0.904882
Frame:23 FPS:19.7362 iou:0.901193
Frame:24 FPS:20.1149 iou:0.905227
Frame:25 FPS:20.3217 iou:0.898522
Frame:26 FPS:19.2026 iou:0.902956
Frame:27 FPS:19.0308 iou:0.907573
Frame:28 FPS:19.7677 iou:0.901953
Frame:29 FPS:18.9411 iou:0.898203
Frame:30 FPS:20.1314 iou:0.887454
Frame:31 FPS:20.0084 iou:0.879544
Frame:32 FPS:19.1993 iou:0.880636
Frame:33 FPS:18.8124 iou:0.865735
Frame:34 FPS:20.0422 iou:0.86803
Frame:35 FPS:19.1744 iou:0.860538
Frame:36 FPS:19.7338 iou:0.857389
Frame:37 FPS:20.0443 iou:0.877075
Frame:38 FPS:19.0526 iou:0.878128
Frame:39 FPS:19.4492 iou:0.875207
Frame:40 FPS:20.4105 iou:0.888708
Frame:41 FPS:19.9906 iou:0.889972
Frame:42 FPS:19.1378 iou:0.879327
Frame:43 FPS:20.1072 iou:0.892839
Frame:44 FPS:19.0803 iou:0.891195
Frame:45 FPS:19.5733 iou:0.903439
Frame:46 FPS:19.4779 iou:0.897455
Frame:47 FPS:19.3922 iou:0.889074
Frame:48 FPS:19.8177 iou:0.878374
Frame:49 FPS:19.9092 iou:0.881139
Frame:50 FPS:19.5744 iou:0.861568
Frame:51 FPS:19.4661 iou:0.865731
Frame:52 FPS:20.197 iou:0.873851
Frame:53 FPS:19.8654 iou:0.874911
Frame:54 FPS:19.6407 iou:0.878206
Frame:55 FPS:20.194 iou:0.879252
Frame:56 FPS:19.758 iou:0.880533
Frame:57 FPS:19.7612 iou:0.875729
Frame:58 FPS:20.1804 iou:0.877689
Frame:59 FPS:18.5446 iou:0.890757
Frame:60 FPS:18.6063 iou:0.874841
Frame:61 FPS:19.8588 iou:0.880297
Frame:62 FPS:19.4005 iou:0.884321
Frame:63 FPS:18.1754 iou:0.884744
Frame:64 FPS:19.9272 iou:0.880953
Frame:65 FPS:19.4426 iou:0.902035
Frame:66 FPS:18.8341 iou:0.884903
Frame:67 FPS:19.815 iou:0.884903
Frame:68 FPS:18.3078 iou:0.880342
Frame:69 FPS:16.3632 iou:0.876515
Frame:70 FPS:16.9235 iou:0.878061
Frame:71 FPS:16.659 iou:0.872864
Frame:72 FPS:16.9383 iou:0.866966
Frame:73 FPS:16.9882 iou:0.866966
Frame:74 FPS:16.4859 iou:0.862664
Frame:75 FPS:16.7477 iou:0.85899
Frame:76 FPS:16.7636 iou:0.857098
Frame:77 FPS:16.1483 iou:0.87046
Frame:78 FPS:15.5401 iou:0.873794
Frame:79 FPS:19.907 iou:0.856196
Frame:80 FPS:16.1179 iou:0.843384
Frame:81 FPS:16.6808 iou:0.829761
Frame:82 FPS:16.721 iou:0.842625
Frame:83 FPS:16.1913 iou:0.857608
Frame:84 FPS:16.4861 iou:0.852962
Frame:85 FPS:20.4492 iou:0.850056
Frame:86 FPS:19.0433 iou:0.842724
Frame:87 FPS:19.6197 iou:0.832485
Frame:88 FPS:20.077 iou:0.828447
Frame:89 FPS:19.1905 iou:0.838051
Frame:90 FPS:20.2127 iou:0.826798
Frame:91 FPS:20.6085 iou:0.826506
Frame:92 FPS:19.5142 iou:0.828175
Frame:93 FPS:19.8337 iou:0.822107
Frame:94 FPS:19.6851 iou:0.815781
Frame:95 FPS:18.6566 iou:0.808155
Frame:96 FPS:18.8991 iou:0.797867
Frame:97 FPS:19.9098 iou:0.810614
Frame:98 FPS:19.3591 iou:0.816463
Frame:99 FPS:19.9423 iou:0.816463
Frame:100 FPS:20.3197 iou:0.806384
Frame:101 FPS:19.3724 iou:0.791721
Frame:102 FPS:19.6684 iou:0.778432
Frame:103 FPS:20.3886 iou:0.778289
Frame:104 FPS:19.9495 iou:0.79075
Frame:105 FPS:19.9722 iou:0.787284
Frame:106 FPS:20.0983 iou:0.787019
Frame:107 FPS:19.4989 iou:0.783161
Frame:108 FPS:19.369 iou:0.784852
Frame:109 FPS:19.7673 iou:0.780708
Frame:110 FPS:19.0779 iou:0.783716
Frame:111 FPS:19.7234 iou:0.783937
Frame:112 FPS:20.1586 iou:0.772884
Frame:113 FPS:19.4692 iou:0.77835
Frame:114 FPS:19.9159 iou:0.765695
Frame:115 FPS:20.4421 iou:0.759428
Frame:116 FPS:20.0347 iou:0.757953
Frame:117 FPS:19.8845 iou:0.757505
Frame:118 FPS:20.3434 iou:0.751062
Frame:119 FPS:19.1153 iou:0.738591
Frame:120 FPS:19.5054 iou:0.728991
Frame:121 FPS:20.0576 iou:0.727934
Frame:122 FPS:19.7875 iou:0.725097
Frame:123 FPS:19.9735 iou:0.708504
Frame:124 FPS:20.166 iou:0.730792
Frame:125 FPS:19.4199 iou:0.735121
Frame:126 FPS:19.4783 iou:0.738403
Frame:127 FPS:20.5467 iou:0.738403
Frame:128 FPS:19.2379 iou:0.738403
Frame:129 FPS:19.2679 iou:0.738403
Frame:130 FPS:20.0128 iou:0.701572
Frame:131 FPS:18.8581 iou:0.725744
Frame:132 FPS:18.6943 iou:0.717544
Frame:133 FPS:20.3394 iou:0.717544
Frame:134 FPS:19.5191 iou:0.709792
Frame:135 FPS:20.0101 iou:0.70984
Frame:136 FPS:20.1784 iou:0.705983
Frame:137 FPS:19.7667 iou:0.696847
Frame:138 FPS:19.666 iou:0.693019
Frame:139 FPS:20.0846 iou:0.693019
Frame:140 FPS:19.984 iou:0.693019
Frame:141 FPS:19.5148 iou:0.691912
Frame:142 FPS:20.452 iou:0.693019
Frame:143 FPS:19.3255 iou:0.692202
Frame:144 FPS:19.7525 iou:0.690269
Frame:145 FPS:20.4249 iou:0.685308
Frame:146 FPS:19.7346 iou:0.680233
Frame:147 FPS:16.9519 iou:0.678935
Frame:148 FPS:16.4761 iou:0.677111
Frame:149 FPS:16.3885 iou:0.677111
Frame:150 FPS:15.857 iou:0.672504
Frame:151 FPS:17.0315 iou:0.672504
Frame:152 FPS:16.4391 iou:0.672504
Frame:153 FPS:16.7424 iou:0.668398
Frame:154 FPS:16.9745 iou:0.664783
Frame:155 FPS:16.072 iou:0.666649
Frame:156 FPS:16.6241 iou:0.683695
Frame:157 FPS:17.0764 iou:0.66396
Frame:158 FPS:16.3438 iou:0.666725
Frame:159 FPS:19.9578 iou:0.684134
Frame:160 FPS:20.5423 iou:0.659902
Frame:161 FPS:19.644 iou:0.654807
Frame:162 FPS:19.5241 iou:0.647986
Frame:163 FPS:20.1768 iou:0.641056
Frame:164 FPS:18.649 iou:0.635575
Frame:165 FPS:20.0432 iou:0.623424
Frame:166 FPS:20.2199 iou:0.627692
Frame:167 FPS:19.2603 iou:0.621383
Frame:168 FPS:19.4957 iou:0.626007
Frame:169 FPS:20.5844 iou:0.631974
Frame:170 FPS:19.6356 iou:0.626242
Frame:171 FPS:19.2857 iou:0.615783
Frame:172 FPS:20.3812 iou:0.607681
Frame:173 FPS:19.3538 iou:0.603709
Frame:174 FPS:19.5624 iou:0.595919
Frame:175 FPS:20.0523 iou:0.600675
Frame:176 FPS:19.2626 iou:0.598611
Frame:177 FPS:18.994 iou:0.603094
Frame:178 FPS:17.7947 iou:0.622647
Frame:179 FPS:18.8508 iou:0.626113
Frame:180 FPS:19.7044 iou:0.627974
Frame:181 FPS:20.1343 iou:0.597672
Frame:182 FPS:18.513 iou:0.591869
Frame:183 FPS:19.0233 iou:0.583347
Frame:184 FPS:18.7069 iou:0.584178
Frame:185 FPS:19.1986 iou:0.586553
Frame:186 FPS:18.8433 iou:0.590016
Frame:187 FPS:19.377 iou:0.590249
Frame:188 FPS:19.7146 iou:0.582381
Frame:189 FPS:18.9255 iou:0.583961
Frame:190 FPS:19.7698 iou:0.586128
Frame:191 FPS:19.0525 iou:0.586178
Frame:192 FPS:18.8173 iou:0.586178
Frame:193 FPS:19.6889 iou:0.586178
Frame:194 FPS:19.0034 iou:0.586178
Frame:195 FPS:19.2562 iou:0.586178
Frame:196 FPS:20.442 iou:0.586178
Frame:197 FPS:19.1336 iou:0.586178
Frame:198 FPS:19.7049 iou:0.586178
Frame:199 FPS:19.8889 iou:0.586178
Frame:200 FPS:19.0624 iou:0.586046
Frame:201 FPS:18.6881 iou:0.583721
Frame:202 FPS:19.8145 iou:0.578685
Frame:203 FPS:19.4311 iou:0.576258
Frame:204 FPS:19.3143 iou:0.573509
Frame:205 FPS:20.0306 iou:0.568525
Frame:206 FPS:19.6806 iou:0.564468
Frame:207 FPS:19.931 iou:0.554205
Frame:208 FPS:19.5046 iou:0.554205
Frame:209 FPS:19.0032 iou:0.554205
Frame:210 FPS:19.5166 iou:0.554205
Frame:211 FPS:20.1096 iou:0.573731
Frame:212 FPS:19.074 iou:0.57133
Frame:213 FPS:19.9255 iou:0.558009
Frame:214 FPS:19.4195 iou:0.557897
Frame:215 FPS:19.047 iou:0.55594
Frame:216 FPS:19.3689 iou:0.55403
Frame:217 FPS:19.8232 iou:0.553632
Frame:218 FPS:19.8742 iou:0.552359
Frame:219 FPS:19.2419 iou:0.550509
Frame:220 FPS:20.1285 iou:0.542777
Frame:221 FPS:19.2761 iou:0.537111
Frame:222 FPS:18.7314 iou:0.531103
Frame:223 FPS:19.8136 iou:0.527853
Frame:224 FPS:19.4107 iou:0.52569
Frame:225 FPS:19.1567 iou:0.523478
Frame:226 FPS:19.8826 iou:0.531518
Frame:227 FPS:19.4514 iou:0.54
Frame:228 FPS:19.2581 iou:0.538348
Frame:229 FPS:19.8031 iou:0.533667
Frame:230 FPS:19.5562 iou:0.531357
Frame:231 FPS:19.496 iou:0.526796
Frame:232 FPS:19.9928 iou:0.526796
Frame:233 FPS:19.5782 iou:0.52472
Frame:234 FPS:19.6399 iou:0.524763
Frame:235 FPS:20.025 iou:0.526796
Frame:236 FPS:19.3771 iou:0.526796
Frame:237 FPS:19.7568 iou:0.526796
Frame:238 FPS:20.0669 iou:0.522312
Frame:239 FPS:19.3589 iou:0.515728
Frame:240 FPS:19.6035 iou:0.511431
Frame:241 FPS:19.8722 iou:0.511431
Frame:242 FPS:19.7186 iou:0.511431
Frame:243 FPS:20.1271 iou:0.511431
Frame:244 FPS:20.0408 iou:0.505117
Frame:245 FPS:19.2416 iou:0.500993
Frame:246 FPS:19.7393 iou:0.494933
Frame:247 FPS:19.8316 iou:0.494933
Frame:248 FPS:19.356 iou:0.492771
Frame:249 FPS:19.8218 iou:0.492438
Frame:250 FPS:19.29 iou:0.492322
Frame:251 FPS:18.8945 iou:0.491073
Frame:252 FPS:19.0852 iou:0.493516
Frame:253 FPS:20.3577 iou:0.491168
Frame:254 FPS:19.1814 iou:0.494079
Frame:255 FPS:20.464 iou:0.504702
Frame:256 FPS:20.022 iou:0.491419
Frame:257 FPS:19.3404 iou:0.493282
Frame:258 FPS:19.5926 iou:0.498009
Frame:259 FPS:19.9654 iou:0.498612
Frame:260 FPS:19.6137 iou:0.493188
Frame:261 FPS:19.9195 iou:0.491797
Frame:262 FPS:20.346 iou:0.498909
Frame:263 FPS:19.2054 iou:0.496292
Frame:264 FPS:19.6939 iou:0.501667
Frame:265 FPS:19.5724 iou:0.497653
Frame:266 FPS:19.0975 iou:0.491557
Frame:267 FPS:19.829 iou:0.487895
Frame:268 FPS:20.1101 iou:0.487895
Frame:269 FPS:19.8203 iou:0.48787
Frame:270 FPS:19.6859 iou:0.487725
Frame:271 FPS:20.3888 iou:0.480846
Frame:272 FPS:19.1781 iou:0.47486
