Frame:1 FPS:18.6836 iou:0.956137
Frame:2 FPS:13.3742 iou:0.910925
Frame:3 FPS:14.1441 iou:0.869067
Frame:4 FPS:17.7706 iou:0.869067
Frame:5 FPS:18.6535 iou:0.873977
Frame:6 FPS:18.4812 iou:0.873977
Frame:7 FPS:18.7138 iou:0.873977
Frame:8 FPS:18.9363 iou:0.873977
Frame:9 FPS:18.809 iou:0.909286
Frame:10 FPS:18.6358 iou:0.916863
Frame:11 FPS:18.1019 iou:0.916863
Frame:12 FPS:17.9068 iou:0.888543
Frame:13 FPS:19.6142 iou:0.969598
Frame:14 FPS:18.2745 iou:0.898473
Frame:15 FPS:18.7674 iou:0.882893
Frame:16 FPS:19.8226 iou:0.882893
Frame:17 FPS:18.6707 iou:0.918562
Frame:18 FPS:18.7592 iou:0.882893
Frame:19 FPS:19.0835 iou:0.868419
Frame:20 FPS:18.0854 iou:0.895974
Frame:21 FPS:19.1511 iou:0.880916
Frame:22 FPS:19.9872 iou:0.872766
Frame:23 FPS:18.6228 iou:0.825722
Frame:24 FPS:18.6099 iou:0.817336
Frame:25 FPS:19.1645 iou:0.850356
Frame:26 FPS:17.8865 iou:0.884711
Frame:27 FPS:18.2669 iou:0.850356
Frame:28 FPS:19.0139 iou:0.850356
Frame:29 FPS:18.4727 iou:0.850356
Frame:30 FPS:19.1994 iou:0.884711
Frame:31 FPS:19.6807 iou:0.834412
Frame:32 FPS:19.0441 iou:0.846005
Frame:33 FPS:19.234 iou:0.829416
Frame:34 FPS:19.2729 iou:0.828443
Frame:35 FPS:18.5619 iou:0.850636
Frame:36 FPS:18.6604 iou:0.843627
Frame:37 FPS:18.9833 iou:0.842701
Frame:38 FPS:19.0711 iou:0.826469
Frame:39 FPS:18.4697 iou:0.820748
Frame:40 FPS:19.0826 iou:0.82636
Frame:41 FPS:19.0783 iou:0.82636
Frame:42 FPS:16.2623 iou:0.826513
Frame:43 FPS:15.4276 iou:0.826513
Frame:44 FPS:16.1626 iou:0.826513
Frame:45 FPS:19.5438 iou:0.828543
Frame:46 FPS:19.3643 iou:0.81733
Frame:47 FPS:19.6334 iou:0.806106
Frame:48 FPS:19.7962 iou:0.79236
Frame:49 FPS:19.5295 iou:0.789251
Frame:50 FPS:19.239 iou:0.789251
Frame:51 FPS:19.0626 iou:0.783628
Frame:52 FPS:19.6284 iou:0.788983
Frame:53 FPS:20.0324 iou:0.794413
Frame:54 FPS:18.9339 iou:0.799918
Frame:55 FPS:19.1127 iou:0.798596
Frame:56 FPS:18.8698 iou:0.799556
Frame:57 FPS:19.5175 iou:0.789483
Frame:58 FPS:19.3212 iou:0.763718
Frame:59 FPS:19.5464 iou:0.784723
Frame:60 FPS:18.9259 iou:0.773526
Frame:61 FPS:19.9502 iou:0.772974
Frame:62 FPS:18.879 iou:0.772882
Frame:63 FPS:19.3801 iou:0.761259
Frame:64 FPS:20.3694 iou:0.763039
