Frame:1 FPS:26.2629 iou:0.885678
Frame:2 FPS:18.5581 iou:0.890745
Frame:3 FPS:22.5716 iou:0.862494
Frame:4 FPS:21.2646 iou:0.800922
Frame:5 FPS:27.0358 iou:0.736701
Frame:6 FPS:27.2029 iou:0.673406
Frame:7 FPS:27.255 iou:0.819046
Frame:8 FPS:27.2039 iou:0.62665
Frame:9 FPS:26.5588 iou:0.731492
Frame:10 FPS:27.8618 iou:0.839506
Frame:11 FPS:27.792 iou:0.590953
Frame:12 FPS:27.0653 iou:0.658648
Frame:13 FPS:26.0027 iou:0.614587
Frame:14 FPS:26.7599 iou:0.613764
Frame:15 FPS:27.321 iou:0.545654
Frame:16 FPS:26.0695 iou:0.581197
Frame:17 FPS:26.1051 iou:0.571158
Frame:18 FPS:27.2938 iou:0.552851
Frame:19 FPS:27.297 iou:0.564095
Frame:20 FPS:27.2422 iou:0.506751
Frame:21 FPS:26.407 iou:0.479257
Frame:22 FPS:27.5366 iou:0.481412
Frame:23 FPS:24.3176 iou:0.462535
Frame:24 FPS:26.653 iou:0.427828
Frame:25 FPS:27.2816 iou:0.423901
Frame:26 FPS:26.7669 iou:0.387021
Frame:27 FPS:27.7987 iou:0.385555
Frame:28 FPS:26.6966 iou:0.519722
Frame:29 FPS:26.6733 iou:0.605931
Frame:30 FPS:26.7065 iou:0.520897
Frame:31 FPS:26.4183 iou:0.516804
Frame:32 FPS:26.5747 iou:0.537971
Frame:33 FPS:26.9088 iou:0.481141
Frame:34 FPS:26.1703 iou:0.52214
Frame:35 FPS:26.4023 iou:0.588611
Frame:36 FPS:26.9574 iou:0.607437
Frame:37 FPS:26.0119 iou:0.625215
Frame:38 FPS:25.9888 iou:0.473945
Frame:39 FPS:26.3559 iou:0.544675
Frame:40 FPS:23.2532 iou:0.536033
Frame:41 FPS:23.6034 iou:0.604151
Frame:42 FPS:22.8186 iou:0.633867
Frame:43 FPS:23.3897 iou:0.588761
Frame:44 FPS:27.2158 iou:0.64
Frame:45 FPS:27.0871 iou:0.588914
Frame:46 FPS:27.2334 iou:0.612245
Frame:47 FPS:26.6739 iou:0.612245
Frame:48 FPS:27.0913 iou:0.612245
Frame:49 FPS:25.5539 iou:0.612245
Frame:50 FPS:27.0592 iou:0.612245
Frame:51 FPS:27.0114 iou:0.612245
Frame:52 FPS:26.77 iou:0.612245
Frame:53 FPS:26.3765 iou:0.60629
Frame:54 FPS:26.8964 iou:0.546181
Frame:55 FPS:27.5629 iou:0.553668
Frame:56 FPS:27.7574 iou:0.578724
Frame:57 FPS:26.7053 iou:0.603421
Frame:58 FPS:27.3966 iou:0.550012
Frame:59 FPS:26.7855 iou:0.555128
Frame:60 FPS:26.0668 iou:0.509522
Frame:61 FPS:26.5812 iou:0.548219
Frame:62 FPS:25.8382 iou:0.551973
Frame:63 FPS:27.7121 iou:0.566936
Frame:64 FPS:27.7006 iou:0.581931
Frame:65 FPS:24.5714 iou:0.536413
Frame:66 FPS:26.5858 iou:0.564602
Frame:67 FPS:27.8148 iou:0.578357
Frame:68 FPS:28.891 iou:0.507453
Frame:69 FPS:27.5324 iou:0.493324
Frame:70 FPS:28.6935 iou:0.504458
Frame:71 FPS:28.1539 iou:0.631153
Frame:72 FPS:28.0589 iou:0.575068
Frame:73 FPS:28.3567 iou:0.516742
Frame:74 FPS:28.0338 iou:0.658121
Frame:75 FPS:28.3346 iou:0.669088
Frame:76 FPS:27.2386 iou:0.666231
Frame:77 FPS:27.414 iou:0.699732
Frame:78 FPS:27.1674 iou:0.650363
Frame:79 FPS:26.749 iou:0.584364
Frame:80 FPS:27.9962 iou:0.767519
Frame:81 FPS:27.3396 iou:0.672619
Frame:82 FPS:26.588 iou:0.660261
Frame:83 FPS:26.6069 iou:0.660154
Frame:84 FPS:27.2384 iou:0.669546
Frame:85 FPS:27.2117 iou:0.702009
Frame:86 FPS:27.3879 iou:0.754827
Frame:87 FPS:26.4244 iou:0.64139
Frame:88 FPS:26.8048 iou:0.669245
Frame:89 FPS:26.6645 iou:0.685879
Frame:90 FPS:28.2788 iou:0.66188
Frame:91 FPS:27.9248 iou:0.640059
Frame:92 FPS:26.1287 iou:0.611624
Frame:93 FPS:27.186 iou:0.646766
Frame:94 FPS:28.313 iou:0.603037
Frame:95 FPS:27.1592 iou:0.602986
Frame:96 FPS:27.8796 iou:0.575372
