Frame:1 FPS:15.0756 iou:0.996483
Frame:2 FPS:10.054 iou:0.99463
Frame:3 FPS:11.2356 iou:0.997938
Frame:4 FPS:10.8644 iou:0.995735
Frame:5 FPS:12.7397 iou:0.993273
Frame:6 FPS:13.8102 iou:0.994675
Frame:7 FPS:14.9178 iou:0.99626
Frame:8 FPS:11.0309 iou:0.989166
Frame:9 FPS:17.2381 iou:0.986811
Frame:10 FPS:17.15 iou:0.98879
Frame:11 FPS:17.3691 iou:0.947785
Frame:12 FPS:19.9446 iou:0.926768
Frame:13 FPS:20.576 iou:0.924799
Frame:14 FPS:12.7037 iou:0.924592
Frame:15 FPS:15.3165 iou:0.923395
Frame:16 FPS:13.526 iou:0.930045
Frame:17 FPS:12.5429 iou:0.935785
Frame:18 FPS:12.7444 iou:0.94875
Frame:19 FPS:14.1382 iou:0.956255
Frame:20 FPS:14.9435 iou:0.970128
Frame:21 FPS:15.2456 iou:0.987566
Frame:22 FPS:18.6848 iou:0.969443
Frame:23 FPS:16.593 iou:0.965519
Frame:24 FPS:14.3965 iou:0.945662
Frame:25 FPS:14.7661 iou:0.937679
Frame:26 FPS:11.6144 iou:0.949951
Frame:27 FPS:13.0968 iou:0.931445
Frame:28 FPS:14.3532 iou:0.931659
Frame:29 FPS:10.252 iou:0.929109
Frame:30 FPS:14.4491 iou:0.932167
Frame:31 FPS:16.2199 iou:0.917587
Frame:32 FPS:17.6977 iou:0.917115
Frame:33 FPS:17.8728 iou:0.902906
Frame:34 FPS:16.3066 iou:0.902729
Frame:35 FPS:19.1521 iou:0.915753
Frame:36 FPS:18.9244 iou:0.91484
Frame:37 FPS:19.1199 iou:0.916591
Frame:38 FPS:18.9769 iou:0.918651
Frame:39 FPS:19.0835 iou:0.918586
Frame:40 FPS:18.7278 iou:0.923251
Frame:41 FPS:17.889 iou:0.920422
Frame:42 FPS:13.94 iou:0.918417
Frame:43 FPS:15.7408 iou:0.918548
Frame:44 FPS:17.2066 iou:0.934094
Frame:45 FPS:19.1677 iou:0.934024
Frame:46 FPS:18.5379 iou:0.932633
Frame:47 FPS:18.1236 iou:0.94609
Frame:48 FPS:21.5501 iou:0.944104
Frame:49 FPS:21.401 iou:0.949663
Frame:50 FPS:19.3159 iou:0.94325
Frame:51 FPS:21.2699 iou:0.921686
Frame:52 FPS:22.1118 iou:0.942016
Frame:53 FPS:20.849 iou:0.942044
Frame:54 FPS:21.9317 iou:0.923346
Frame:55 FPS:21.7223 iou:0.925562
Frame:56 FPS:20.6576 iou:0.919762
Frame:57 FPS:21.4352 iou:0.913577
Frame:58 FPS:21.0206 iou:0.923995
Frame:59 FPS:20.8546 iou:0.935087
Frame:60 FPS:21.8415 iou:0.94265
Frame:61 FPS:21.5879 iou:0.9314
Frame:62 FPS:20.7942 iou:0.918308
Frame:63 FPS:21.2946 iou:0.908109
Frame:64 FPS:21.6275 iou:0.918172
Frame:65 FPS:21.137 iou:0.927237
Frame:66 FPS:18.0476 iou:0.926766
Frame:67 FPS:18.4385 iou:0.926766
Frame:68 FPS:18.3669 iou:0.927237
Frame:69 FPS:21.519 iou:0.92417
Frame:70 FPS:21.5049 iou:0.911357
Frame:71 FPS:21.307 iou:0.906669
Frame:72 FPS:20.0168 iou:0.893147
Frame:73 FPS:21.8249 iou:0.893147
Frame:74 FPS:21.0878 iou:0.892937
Frame:75 FPS:20.1289 iou:0.893147
Frame:76 FPS:21.7952 iou:0.905816
Frame:77 FPS:22.0223 iou:0.889642
Frame:78 FPS:23.0116 iou:0.874988
Frame:79 FPS:21.6433 iou:0.883224
Frame:80 FPS:22.9856 iou:0.889236
Frame:81 FPS:22.6448 iou:0.915835
Frame:82 FPS:21.4998 iou:0.889086
Frame:83 FPS:19.5279 iou:0.909085
