1038.48,406.976,165,74
1035.73,406.944,165,74
1034.2,408.434,160.147,71.8237
1029.94,408.638,160.147,71.8237
1021.38,407.105,165,74
1018.87,408.354,160.147,71.8237
1015.33,408.528,158.562,71.1125
1013.04,409.167,153.898,69.0211
1009.68,410.266,149.372,66.9912
1005.47,409.784,149.372,66.9912
998.626,408.632,150.866,67.6612
992.436,407.061,155.437,69.7114
985.481,406.75,160.147,71.8237
982.044,407.641,156.992,70.4085
976.286,407.075,160.147,71.8237
969.099,407.077,160.147,71.8237
966.968,407.544,156.992,70.4085
961.986,407.924,156.992,70.4085
957.026,407.689,156.992,70.4085
952.641,407.673,156.992,70.4085
946.692,407.696,156.992,70.4085
942.12,407.708,156.992,70.4085
935.873,407.033,158.562,71.1126
931.622,407.409,156.992,70.4085
925.874,407.354,158.562,71.1126
920.014,406.816,158.562,71.1126
916.172,406.759,156.992,70.4085
912.79,407.116,153.899,69.0212
907.774,406.398,156.992,70.4085
901.128,406.038,160.147,71.8237
897.077,406.257,156.992,70.4085
891.449,406.159,156.992,70.4085
886.9,405.696,158.562,71.1126
879.747,405.018,163.366,73.2673
877.623,406.271,158.562,71.1126
871.032,406.039,160.147,71.8237
866.149,406.24,158.562,71.1126
860.687,406.014,160.147,71.8237
855.994,405.552,161.749,72.5419
853.111,406.529,156.992,70.4085
846.643,406.159,158.562,71.1126
841.548,405.668,160.147,71.8237
837.398,406.5,158.562,71.1126
832.499,406.211,158.562,71.1126
827.562,406.466,156.992,70.4085
820.449,406.006,158.562,71.1126
814.45,405.824,160.147,71.8237
807.134,405.089,163.366,73.2673
801.617,405.076,163.366,73.2673
797.404,405.782,161.749,72.5419
790.474,405.722,161.749,72.5419
787.118,405.877,156.992,70.4085
780.669,405.144,158.562,71.1125
775.51,405.137,158.562,71.1125
769.14,404.504,161.749,72.5419
762.532,404.905,158.562,71.1125
758.514,405.993,153.898,69.0211
751.797,405.229,158.562,71.1125
745.283,404.673,160.147,71.8237
740.029,404.687,160.147,71.8237
734.6,405.344,156.992,70.4085
727.483,404.808,160.147,71.8237
723.183,405.134,158.562,71.1126
716.397,404.532,163.366,73.2673
