Frame:1 FPS:18.712 iou:0.956137
Frame:2 FPS:12.4997 iou:0.910925
Frame:3 FPS:17.9129 iou:0.869067
Frame:4 FPS:18.8801 iou:0.904355
Frame:5 FPS:19.0939 iou:0.873977
Frame:6 FPS:19.8731 iou:0.924625
Frame:7 FPS:11.0372 iou:0.921107
Frame:8 FPS:14.1101 iou:0.936801
Frame:9 FPS:18.5798 iou:0.942181
Frame:10 FPS:18.7863 iou:0.934455
Frame:11 FPS:18.283 iou:0.934784
Frame:12 FPS:18.3023 iou:0.934996
Frame:13 FPS:16.4843 iou:0.958528
Frame:14 FPS:13.312 iou:0.933937
Frame:15 FPS:17.9392 iou:0.893978
Frame:16 FPS:18.2935 iou:0.924815
Frame:17 FPS:15.889 iou:0.943429
Frame:18 FPS:17.53 iou:0.95294
Frame:19 FPS:10.4901 iou:0.955774
Frame:20 FPS:12.389 iou:0.975742
Frame:21 FPS:17.5413 iou:0.94606
Frame:22 FPS:16.9898 iou:0.959578
Frame:23 FPS:16.2458 iou:0.90894
Frame:24 FPS:17.3137 iou:0.918862
Frame:25 FPS:10.4404 iou:0.899689
Frame:26 FPS:13.8935 iou:0.923337
Frame:27 FPS:18.0457 iou:0.912396
Frame:28 FPS:15.2508 iou:0.923447
Frame:29 FPS:17.8341 iou:0.923139
Frame:30 FPS:18.0424 iou:0.923139
Frame:31 FPS:9.58699 iou:0.906546
Frame:32 FPS:14.9026 iou:0.884481
Frame:33 FPS:18.0672 iou:0.868503
Frame:34 FPS:15.7135 iou:0.861623
Frame:35 FPS:16.9972 iou:0.821247
Frame:36 FPS:17.5789 iou:0.831505
Frame:37 FPS:15.0626 iou:0.800162
Frame:38 FPS:15.8284 iou:0.781009
Frame:39 FPS:18.0565 iou:0.797958
Frame:40 FPS:16.0236 iou:0.810973
Frame:41 FPS:17.5521 iou:0.808279
Frame:42 FPS:16.3019 iou:0.813174
Frame:43 FPS:10.1725 iou:0.817838
Frame:44 FPS:14.4163 iou:0.799426
Frame:45 FPS:16.8496 iou:0.784018
Frame:46 FPS:17.7025 iou:0.789303
Frame:47 FPS:18.4291 iou:0.809862
Frame:48 FPS:15.5092 iou:0.787397
Frame:49 FPS:15.8076 iou:0.786689
Frame:50 FPS:14.831 iou:0.768709
Frame:51 FPS:17.427 iou:0.762323
Frame:52 FPS:18.3482 iou:0.775539
Frame:53 FPS:15.6384 iou:0.775294
Frame:54 FPS:17.7016 iou:0.782202
Frame:55 FPS:9.2755 iou:0.779972
Frame:56 FPS:15.2479 iou:0.746805
Frame:57 FPS:18.1356 iou:0.745886
Frame:58 FPS:17.7229 iou:0.732019
Frame:59 FPS:18.4125 iou:0.760652
Frame:60 FPS:15.1192 iou:0.755461
Frame:61 FPS:10.188 iou:0.716025
Frame:62 FPS:14.6216 iou:0.751919
Frame:63 FPS:15.2963 iou:0.735077
