607.505,343.995,17,8
607.41,344.274,16.5,7.76472
606.867,344.326,16.3367,7.68784
606.187,344.345,16.3367,7.68784
604.487,343.873,16.665,7.84237
603.633,344.091,16.1749,7.61173
603.355,344.108,15.8562,7.46175
602.826,344.32,15.8562,7.46175
602.547,345.035,15.5438,7.31472
601.977,345.049,15.5438,7.31472
600.544,344.544,15.8562,7.46175
599.808,344.574,15.8562,7.46175
599.423,344.981,16.3367,7.68784
598.583,344.802,15.8562,7.46175
598.879,345.272,15.5438,7.31472
598.691,345.352,15.5438,7.31472
598.059,344.939,15.8562,7.46175
598.382,345.126,15.3899,7.2423
598.511,344.974,15.8562,7.46175
598.974,344.864,15.8562,7.46175
599.399,344.874,15.8562,7.46175
599.705,344.907,15.8562,7.46175
600.364,345.024,15.3899,7.2423
600.633,344.814,15.8562,7.46175
600.873,344.788,15.8562,7.46175
601.606,344.857,15.8562,7.46175
602.114,345.248,16.3367,7.68784
602.115,345.031,15.8562,7.46175
602.436,345.145,15.8562,7.46175
602.966,345.167,15.8562,7.46175
603.348,345.281,15.8562,7.46175
603.533,345.267,15.8562,7.46175
603.807,345.24,15.8562,7.46175
604.15,345.362,15.8562,7.46175
605.24,346.133,15.5438,7.31472
604.955,345.529,15.8562,7.46175
605.053,345.526,15.8562,7.46175
605.48,345.981,16.3367,7.68784
605.559,345.332,16.665,7.84237
605.756,345.141,16.665,7.84237
606.092,345.088,16.665,7.84237
606.232,344.995,16.665,7.84237
606.834,345.072,16.1749,7.61173
606.935,344.86,16.665,7.84237
607.133,344.793,16.665,7.84237
607.529,344.665,16.665,7.84237
607.81,344.525,16.665,7.84237
608.497,344.787,17,8
608.188,344.354,16.665,7.84237
608.912,344.587,17,8
609.103,344.205,17,8
608.765,343.391,17.3417,8.1608
609.078,343.113,16.8317,7.92079
609.029,342.633,17.3417,8.1608
609.099,342.361,17.3417,8.1608
609.629,341.778,16.8317,7.92079
610.323,342.021,16.3367,7.68784
610.421,341.665,16.3367,7.68784
610.649,341.37,16.3367,7.68784
610.822,340.959,16.3367,7.68784
610.977,340.494,16.3367,7.68784
610.43,339.479,16.665,7.84237
610.596,339.057,16.665,7.84237
610.561,338.697,16.665,7.84237
610.904,338.717,17,8
611.122,338.168,17,8
610.833,337.414,16.665,7.84237
610.839,336.988,16.665,7.84237
610.966,337.015,17,8
611.229,336.616,17,8
610.922,336.17,17,8
610.748,335.689,17,8
610.576,335.295,17,8
610.527,334.702,17,8
610.304,334.345,17,8
610.418,333.858,17,8
610.128,333.362,17,8
609.273,332.322,17.3417,8.1608
609.273,331.882,17.3417,8.1608
609.144,331.608,16.8317,7.92079
609.699,331.537,17,8
609.41,331.081,17,8
609.191,330.633,17,8
609.125,330.478,17,8
608.289,329.535,17.3417,8.1608
608.633,329.65,17.6903,8.32483
608.435,329.572,17.6903,8.32483
608.329,329.539,17.17,8.08
608.644,329.465,17,8
607.628,328.577,17.3417,8.1608
608.305,328.836,17,8
607.562,328.104,17.3417,8.1608
607.447,327.975,17.3417,8.1608
607.368,327.876,17.3417,8.1608
607.425,327.822,17.3417,8.1608
607.199,327.903,17.3417,8.1608
607.028,327.933,17.3417,8.1608
607.261,328.106,16.8317,7.92079
607.143,327.989,17.3417,8.1608
607.089,328.046,17.3417,8.1608
607.372,328.132,17.3417,8.1608
607.674,328.221,17.3417,8.1608
608.232,328.685,17.6903,8.32483
608.655,328.754,17.6903,8.32483
609.124,328.72,17.6903,8.32483
609.472,328.657,17.6903,8.32483
609.14,328.217,18.0458,8.49216
610.195,328.839,17.6903,8.32483
610.141,328.55,17.3417,8.1608
610.423,328.509,17.3417,8.1608
611.496,328.967,17.6903,8.32483
611.455,328.633,17.3417,8.1608
611.699,328.624,17.3417,8.1608
612.119,328.623,17.3417,8.1608
612.459,328.664,17.3417,8.1608
612.833,328.695,17.3417,8.1608
613.325,328.655,17.3417,8.1608
613.788,328.643,17.3417,8.1608
614.176,328.602,17.3417,8.1608
614.683,328.543,17.3417,8.1608
615.121,328.564,17.3417,8.1608
615.562,328.541,17.3417,8.1608
616.076,328.485,17.3417,8.1608
616.399,328.476,17.3417,8.1608
616.865,328.391,17.3417,8.1608
617.855,328.794,17.6903,8.32483
618.46,328.648,17.6903,8.32483
618.83,328.517,17.6903,8.32483
619.244,328.477,17.6903,8.32483
619.557,328.425,17.6903,8.32483
620.271,328.302,17.6903,8.32483
620.42,327.824,17.3417,8.1608
620.806,327.808,17.3417,8.1608
621.031,327.72,17.3417,8.1608
621.602,327.646,17.3417,8.1608
622.293,327.609,17.3417,8.1608
622.468,327.603,17.3417,8.1608
623.611,328.093,17,8
623.448,327.472,17.3417,8.1608
623.915,327.361,17.3417,8.1608
625.07,327.677,17.6903,8.32483
625.41,327.541,17.6903,8.32483
625.61,327.533,17.6903,8.32483
625.511,326.864,18.0458,8.49216
626.124,326.704,18.0458,8.49216
626.448,326.625,18.0458,8.49216
626.972,326.587,18.0458,8.49216
628.129,326.881,17.6903,8.32483
628.097,326.476,17.3417,8.1608
628.577,326.468,17.3417,8.1608
629.166,326.291,17.3417,8.1608
630.231,326.692,17,8
630.944,326.719,17,8
630.577,326.063,17.3417,8.1608
631.442,326.477,17.6903,8.32483
632.204,326.413,17.6903,8.32483
632.598,326.359,17.6903,8.32483
633.221,326.338,17.6903,8.32483
633.811,326.283,17.6903,8.32483
634.114,326.11,17.6903,8.32483
634.275,325.517,18.0458,8.49216
635.13,325.828,18.4086,8.66286
635.253,325.459,18.0459,8.49216
635.643,325.419,18.0459,8.49216
636.199,325.419,18.0459,8.49216
636.754,325.371,18.0459,8.49216
637.372,325.438,18.0459,8.49216
637.891,325.351,18.0459,8.49216
638.352,325.313,18.0459,8.49216
639.211,325.704,18.4086,8.66286
639.374,325.288,18.0459,8.49216
639.963,325.239,18.0459,8.49216
640.892,325.827,17.6903,8.32483
640.679,325.23,18.0459,8.49216
641.224,325.113,18.0459,8.49216
642.092,325.485,18.4086,8.66286
642.602,325.51,17.8672,8.40808
642.714,325.391,18.4086,8.66286
643.156,325.327,18.4086,8.66286
643.428,325.217,18.4086,8.66286
644.052,325.047,18.4086,8.66286
643.923,324.633,18.0459,8.49216
644.201,324.571,18.0459,8.49216
644.533,324.549,18.0459,8.49216
645.018,324.552,18.0459,8.49216
645.471,324.441,18.0459,8.49216
645.618,324.44,18.0459,8.49216
646,324.345,18.0459,8.49216
646.17,324.342,18.0459,8.49216
646.376,324.26,18.0459,8.49216
647.026,324.59,18.4086,8.66286
646.651,324.041,18.7786,8.83698
647.212,324.066,18.2263,8.57709
647.334,324.116,18.0459,8.49216
647.93,324.044,18.0459,8.49216
648.592,324.352,18.4086,8.66286
648.807,324.288,18.4086,8.66286
649.228,324.328,18.4086,8.66286
649.469,324.266,18.4086,8.66286
649.713,324.267,18.4086,8.66286
649.622,323.687,18.7786,8.83698
649.885,323.53,18.7786,8.83698
650.99,324.113,18.4086,8.66286
650.675,323.542,18.7786,8.83698
651.397,323.708,18.2263,8.57709
651.644,323.61,18.7786,8.83698
651.945,323.645,18.7786,8.83698
652.167,323.729,18.7786,8.83698
653.382,324.426,18.4086,8.66286
653.678,324.497,18.4086,8.66286
653.698,324.052,18.7786,8.83698
654.355,324.575,19.156,9.0146
653.924,324.093,19.5411,9.1958
654.357,324.274,19.5411,9.1958
655.317,325.057,19.156,9.0146
655.424,325.211,19.156,9.0146
655.472,325.344,19.156,9.0146
654.857,324.855,19.5411,9.1958
655.207,325.385,19.9338,9.38063
654.853,325.172,19.5411,9.1958
654.76,325.335,19.5411,9.1958
654.78,325.713,18.9664,8.92535
