Frame:1 FPS:19.8857 iou:0.992012
Frame:2 FPS:13.4282 iou:0.942045
Frame:3 FPS:13.8593 iou:0.982156
Frame:4 FPS:12.117 iou:0.961759
Frame:5 FPS:15.1072 iou:0.940347
Frame:6 FPS:20.83 iou:0.922146
Frame:7 FPS:10.4949 iou:0.940682
Frame:8 FPS:15.634 iou:0.959589
Frame:9 FPS:17.5109 iou:0.966966
Frame:10 FPS:20.059 iou:0.919073
Frame:11 FPS:17.447 iou:0.962693
Frame:12 FPS:20.152 iou:0.960751
Frame:13 FPS:12.4887 iou:0.931057
Frame:14 FPS:14.0162 iou:0.906502
Frame:15 FPS:20.7027 iou:0.951203
Frame:16 FPS:20.7471 iou:0.897361
Frame:17 FPS:19.7839 iou:0.950954
Frame:18 FPS:20.5597 iou:0.933797
Frame:19 FPS:12.0621 iou:0.925214
Frame:20 FPS:14.0765 iou:0.909085
Frame:21 FPS:20.3299 iou:0.926412
Frame:22 FPS:20.6837 iou:0.930149
Frame:23 FPS:16.4566 iou:0.904007
Frame:24 FPS:18.9808 iou:0.940993
Frame:25 FPS:17.7136 iou:0.927744
Frame:26 FPS:14.8792 iou:0.934326
Frame:27 FPS:19.1128 iou:0.92929
Frame:28 FPS:19.7698 iou:0.925797
Frame:29 FPS:16.9394 iou:0.914465
Frame:30 FPS:19.5258 iou:0.920896
Frame:31 FPS:11.6914 iou:0.921524
Frame:32 FPS:12.7482 iou:0.90422
Frame:33 FPS:18.8772 iou:0.921275
Frame:34 FPS:20.1306 iou:0.898768
Frame:35 FPS:16.9216 iou:0.893136
Frame:36 FPS:19.7643 iou:0.91961
Frame:37 FPS:17.6893 iou:0.921525
Frame:38 FPS:14.6471 iou:0.912481
Frame:39 FPS:18.8092 iou:0.921525
Frame:40 FPS:16.9482 iou:0.897543
Frame:41 FPS:18.8088 iou:0.891584
Frame:42 FPS:19.7399 iou:0.877618
Frame:43 FPS:14.6526 iou:0.859191
Frame:44 FPS:17.5099 iou:0.858859
Frame:45 FPS:19.5819 iou:0.884814
Frame:46 FPS:16.1801 iou:0.882669
Frame:47 FPS:19.1874 iou:0.855139
Frame:48 FPS:17.7162 iou:0.877764
Frame:49 FPS:11.0902 iou:0.858027
Frame:50 FPS:12.814 iou:0.883597
Frame:51 FPS:18.7958 iou:0.868321
