Frame:1 FPS:21.6695 iou:0.988659
Frame:2 FPS:13.2483 iou:0.986833
Frame:3 FPS:15.1203 iou:0.985781
Frame:4 FPS:13.6259 iou:0.96098
Frame:5 FPS:20.4242 iou:0.980296
Frame:6 FPS:17.4907 iou:0.976683
Frame:7 FPS:12.119 iou:0.929526
Frame:8 FPS:12.4822 iou:0.904479
Frame:9 FPS:13.7651 iou:0.865163
Frame:10 FPS:19.4854 iou:0.822396
Frame:11 FPS:19.754 iou:0.814497
Frame:12 FPS:19.7606 iou:0.792745
Frame:13 FPS:11.9247 iou:0.826348
Frame:14 FPS:14.1821 iou:0.840967
Frame:15 FPS:19.9021 iou:0.813779
Frame:16 FPS:18.3946 iou:0.861864
Frame:17 FPS:19.3236 iou:0.860593
Frame:18 FPS:19.8293 iou:0.858161
Frame:19 FPS:11.6101 iou:0.841098
Frame:20 FPS:14.523 iou:0.831429
Frame:21 FPS:19.2451 iou:0.829879
Frame:22 FPS:18.8651 iou:0.842491
Frame:23 FPS:19.2978 iou:0.837802
Frame:24 FPS:19.0121 iou:0.829954
Frame:25 FPS:9.49927 iou:0.821314
Frame:26 FPS:13.0264 iou:0.822526
Frame:27 FPS:13.5933 iou:0.816251
Frame:28 FPS:15.6905 iou:0.810435
Frame:29 FPS:18.8201 iou:0.79998
Frame:30 FPS:19.6549 iou:0.804505
Frame:31 FPS:10.4912 iou:0.803567
Frame:32 FPS:14.5999 iou:0.789763
Frame:33 FPS:19.6743 iou:0.785278
Frame:34 FPS:16.7316 iou:0.823422
Frame:35 FPS:19.0565 iou:0.812743
Frame:36 FPS:19.4631 iou:0.814036
Frame:37 FPS:9.53233 iou:0.76686
Frame:38 FPS:15.706 iou:0.751749
Frame:39 FPS:19.1426 iou:0.782273
Frame:40 FPS:16.9209 iou:0.766859
Frame:41 FPS:18.8936 iou:0.782191
Frame:42 FPS:18.9446 iou:0.747936
Frame:43 FPS:9.90184 iou:0.792818
Frame:44 FPS:12.4837 iou:0.802149
Frame:45 FPS:11.3176 iou:0.801566
Frame:46 FPS:12.9402 iou:0.809371
Frame:47 FPS:13.1285 iou:0.765196
Frame:48 FPS:11.6309 iou:0.756899
Frame:49 FPS:11.711 iou:0.771611
Frame:50 FPS:15.4112 iou:0.771297
Frame:51 FPS:16.6498 iou:0.795021
Frame:52 FPS:17.1054 iou:0.763508
Frame:53 FPS:19.5608 iou:0.746525
Frame:54 FPS:14.6101 iou:0.776559
Frame:55 FPS:10.7877 iou:0.760401
Frame:56 FPS:9.87286 iou:0.758212
Frame:57 FPS:12.6796 iou:0.750077
Frame:58 FPS:10.6306 iou:0.76111
Frame:59 FPS:12.5407 iou:0.73591
Frame:60 FPS:11.186 iou:0.715734
Frame:61 FPS:11.0338 iou:0.746284
Frame:62 FPS:12.1669 iou:0.770082
Frame:63 FPS:10.4994 iou:0.779197
Frame:64 FPS:12.6121 iou:0.734039
Frame:65 FPS:10.9544 iou:0.779197
Frame:66 FPS:12.6956 iou:0.779197
Frame:67 FPS:10.0613 iou:0.794859
Frame:68 FPS:12.6456 iou:0.79486
Frame:69 FPS:11.1047 iou:0.79486
Frame:70 FPS:12.9903 iou:0.794859
Frame:71 FPS:12.8887 iou:0.827134
Frame:72 FPS:18.4032 iou:0.794859
Frame:73 FPS:10.0156 iou:0.794859
Frame:74 FPS:15.0839 iou:0.810836
Frame:75 FPS:16.8633 iou:0.79486
Frame:76 FPS:18.5332 iou:0.843759
Frame:77 FPS:16.8791 iou:0.810835
Frame:78 FPS:17.7173 iou:0.860719
Frame:79 FPS:13.2416 iou:0.810836
Frame:80 FPS:12.8529 iou:0.79486
Frame:81 FPS:18.2974 iou:0.84376
Frame:82 FPS:17.7023 iou:0.810835
Frame:83 FPS:18.6771 iou:0.84376
Frame:84 FPS:17.5872 iou:0.794859
Frame:85 FPS:11.0879 iou:0.810836
Frame:86 FPS:14.2155 iou:0.839536
Frame:87 FPS:16.3091 iou:0.80166
Frame:88 FPS:15.8365 iou:0.821773
Frame:89 FPS:17.1736 iou:0.811588
Frame:90 FPS:17.3231 iou:0.847086
Frame:91 FPS:14.7673 iou:0.873913
Frame:92 FPS:14.1526 iou:0.900779
Frame:93 FPS:17.9416 iou:0.87806
Frame:94 FPS:18.5144 iou:0.834107
Frame:95 FPS:18.1161 iou:0.841727
Frame:96 FPS:18.61 iou:0.830623
Frame:97 FPS:10.5318 iou:0.818789
Frame:98 FPS:13.809 iou:0.801506
Frame:99 FPS:17.8486 iou:0.789479
Frame:100 FPS:17.4744 iou:0.765856
Frame:101 FPS:17.8067 iou:0.787965
Frame:102 FPS:17.9582 iou:0.788802
Frame:103 FPS:11.0468 iou:0.782876
Frame:104 FPS:13.2485 iou:0.817214
