Frame:1 FPS:18.1989 iou:0.981346
Frame:2 FPS:11.7496 iou:0.980238
Frame:3 FPS:12.459 iou:0.979676
Frame:4 FPS:12.8348 iou:0.979566
Frame:5 FPS:15.4553 iou:0.97546
Frame:6 FPS:18.1893 iou:0.975955
Frame:7 FPS:10.6237 iou:0.971312
Frame:8 FPS:13.9978 iou:0.975081
Frame:9 FPS:18.3357 iou:0.942045
Frame:10 FPS:18.0602 iou:0.965837
Frame:11 FPS:15.3533 iou:0.94248
Frame:12 FPS:18.2607 iou:0.930545
Frame:13 FPS:10.3383 iou:0.918546
Frame:14 FPS:14.1928 iou:0.903898
Frame:15 FPS:17.7615 iou:0.896175
Frame:16 FPS:17.5447 iou:0.91857
Frame:17 FPS:17.2746 iou:0.938578
Frame:18 FPS:17.4001 iou:0.935574
Frame:19 FPS:10.0074 iou:0.936148
Frame:20 FPS:14.0292 iou:0.970981
Frame:21 FPS:17.1456 iou:0.978445
Frame:22 FPS:17.0743 iou:0.952472
Frame:23 FPS:16.8728 iou:0.950759
Frame:24 FPS:17.2514 iou:0.931173
Frame:25 FPS:10.0066 iou:0.917985
Frame:26 FPS:14.051 iou:0.924254
Frame:27 FPS:17.1239 iou:0.933804
Frame:28 FPS:17.3529 iou:0.942107
Frame:29 FPS:17.0089 iou:0.923945
Frame:30 FPS:17.1461 iou:0.924163
Frame:31 FPS:9.95488 iou:0.946227
Frame:32 FPS:13.7934 iou:0.928677
Frame:33 FPS:15.8671 iou:0.926073
Frame:34 FPS:16.9726 iou:0.903702
Frame:35 FPS:16.2932 iou:0.932121
Frame:36 FPS:16.7462 iou:0.939954
Frame:37 FPS:10.0986 iou:0.927917
Frame:38 FPS:12.4017 iou:0.931606
Frame:39 FPS:17.0023 iou:0.926721
Frame:40 FPS:17.7224 iou:0.926521
Frame:41 FPS:15.5168 iou:0.92455
Frame:42 FPS:17.0966 iou:0.917262
Frame:43 FPS:9.14658 iou:0.9165
Frame:44 FPS:14.8264 iou:0.9188
Frame:45 FPS:17.6688 iou:0.912877
Frame:46 FPS:15.1949 iou:0.943706
Frame:47 FPS:17.3061 iou:0.958269
Frame:48 FPS:17.2456 iou:0.95126
Frame:49 FPS:9.22313 iou:0.954511
Frame:50 FPS:14.6555 iou:0.950808
Frame:51 FPS:17.5143 iou:0.939143
Frame:52 FPS:15.376 iou:0.939523
Frame:53 FPS:17.0827 iou:0.924609
Frame:54 FPS:17.6214 iou:0.940011
Frame:55 FPS:9.42176 iou:0.912347
Frame:56 FPS:13.9008 iou:0.903461
Frame:57 FPS:17.1835 iou:0.911495
Frame:58 FPS:15.0407 iou:0.906721
Frame:59 FPS:17.0706 iou:0.930045
Frame:60 FPS:17.3796 iou:0.941207
Frame:61 FPS:8.96649 iou:0.934891
Frame:62 FPS:15.2165 iou:0.915837
Frame:63 FPS:17.5198 iou:0.922184
Frame:64 FPS:15.3901 iou:0.917156
Frame:65 FPS:17.2664 iou:0.914428
Frame:66 FPS:17.4008 iou:0.926266
Frame:67 FPS:8.96967 iou:0.917386
Frame:68 FPS:15.1442 iou:0.926266
Frame:69 FPS:17.9694 iou:0.925555
Frame:70 FPS:16.0968 iou:0.910066
Frame:71 FPS:16.9676 iou:0.906668
Frame:72 FPS:17.3312 iou:0.892934
Frame:73 FPS:8.57686 iou:0.893003
Frame:74 FPS:15.5425 iou:0.893003
Frame:75 FPS:17.5013 iou:0.892934
Frame:76 FPS:14.2938 iou:0.906151
Frame:77 FPS:17.3412 iou:0.918789
Frame:78 FPS:17.3897 iou:0.902889
Frame:79 FPS:8.76097 iou:0.902757
Frame:80 FPS:15.3879 iou:0.902985
Frame:81 FPS:16.6182 iou:0.921135
Frame:82 FPS:14.7886 iou:0.91734
Frame:83 FPS:17.1431 iou:0.910297
Frame:84 FPS:17.5943 iou:0.897533
