Frame:1 FPS:17.7102 iou:0.932102
Frame:2 FPS:13.1128 iou:0.904553
Frame:3 FPS:12.7299 iou:0.911915
Frame:4 FPS:12.8688 iou:0.893625
Frame:5 FPS:12.7693 iou:0.867762
Frame:6 FPS:13.0264 iou:0.861658
Frame:7 FPS:11.3354 iou:0.849662
Frame:8 FPS:13.0572 iou:0.830565
Frame:9 FPS:12.9122 iou:0.832227
Frame:10 FPS:13.2054 iou:0.860329
Frame:11 FPS:10.9559 iou:0.897965
Frame:12 FPS:12.8109 iou:0.915656
Frame:13 FPS:11.6256 iou:0.907301
Frame:14 FPS:13.1871 iou:0.882887
Frame:15 FPS:13.8661 iou:0.863333
Frame:16 FPS:11.6836 iou:0.866375
Frame:17 FPS:13.8347 iou:0.883791
Frame:18 FPS:14.623 iou:0.866376
Frame:19 FPS:16.0647 iou:0.901554
Frame:20 FPS:17.2402 iou:0.89602
Frame:21 FPS:12.4889 iou:0.895745
Frame:22 FPS:16.5855 iou:0.89637
Frame:23 FPS:18.5308 iou:0.930006
Frame:24 FPS:18.352 iou:0.919612
Frame:25 FPS:14.8391 iou:0.888857
Frame:26 FPS:16.7449 iou:0.888465
Frame:27 FPS:18.477 iou:0.86159
Frame:28 FPS:16.4392 iou:0.88309
Frame:29 FPS:19.163 iou:0.871785
Frame:30 FPS:18.987 iou:0.85573
Frame:31 FPS:11.3316 iou:0.889926
Frame:32 FPS:13.9866 iou:0.89392
Frame:33 FPS:19.3982 iou:0.885091
Frame:34 FPS:18.2888 iou:0.885733
Frame:35 FPS:12.8735 iou:0.854029
Frame:36 FPS:14.3761 iou:0.828422
Frame:37 FPS:16.6357 iou:0.860478
Frame:38 FPS:17.8915 iou:0.844755
Frame:39 FPS:17.9455 iou:0.845635
Frame:40 FPS:17.8518 iou:0.850642
Frame:41 FPS:17.6712 iou:0.84035
Frame:42 FPS:18.0441 iou:0.840193
Frame:43 FPS:10.9221 iou:0.824863
Frame:44 FPS:12.4278 iou:0.809871
Frame:45 FPS:17.8638 iou:0.809083
Frame:46 FPS:17.8202 iou:0.795158
Frame:47 FPS:16.8076 iou:0.797883
Frame:48 FPS:17.9275 iou:0.785679
Frame:49 FPS:9.33426 iou:0.763825
Frame:50 FPS:14.6526 iou:0.760161
Frame:51 FPS:17.9188 iou:0.79982
Frame:52 FPS:16.081 iou:0.811012
Frame:53 FPS:18.3929 iou:0.846135
Frame:54 FPS:18.8605 iou:0.857872
Frame:55 FPS:11.3499 iou:0.834024
Frame:56 FPS:13.7874 iou:0.834805
Frame:57 FPS:18.6217 iou:0.833049
Frame:58 FPS:19.5378 iou:0.814008
Frame:59 FPS:19.3491 iou:0.83539
Frame:60 FPS:17.9407 iou:0.845474
Frame:61 FPS:11.6488 iou:0.840042
Frame:62 FPS:13.7036 iou:0.815932
Frame:63 FPS:18.2234 iou:0.833978
Frame:64 FPS:19.1991 iou:0.817859
Frame:65 FPS:19.4835 iou:0.818282
Frame:66 FPS:18.0766 iou:0.80002
Frame:67 FPS:10.7203 iou:0.763552
Frame:68 FPS:13.5296 iou:0.793862
Frame:69 FPS:15.1994 iou:0.778891
Frame:70 FPS:17.7579 iou:0.785842
Frame:71 FPS:17.14 iou:0.766935
Frame:72 FPS:17.2021 iou:0.755848
Frame:73 FPS:11.0724 iou:0.764821
Frame:74 FPS:12.0691 iou:0.774458
Frame:75 FPS:13.3625 iou:0.747857
Frame:76 FPS:18.0765 iou:0.773997
Frame:77 FPS:17.6569 iou:0.76749
Frame:78 FPS:17.5634 iou:0.757715
Frame:79 FPS:10.2108 iou:0.7571
Frame:80 FPS:13.8838 iou:0.760073
Frame:81 FPS:18.703 iou:0.786071
Frame:82 FPS:18.132 iou:0.769126
Frame:83 FPS:17.7581 iou:0.745976
Frame:84 FPS:15.62 iou:0.742286
Frame:85 FPS:10.1286 iou:0.71355
Frame:86 FPS:13.694 iou:0.722821
Frame:87 FPS:15.6418 iou:0.709433
Frame:88 FPS:17.0479 iou:0.722107
Frame:89 FPS:16.8662 iou:0.728903
Frame:90 FPS:14.6093 iou:0.759875
Frame:91 FPS:10.5588 iou:0.769396
Frame:92 FPS:13.7237 iou:0.737122
Frame:93 FPS:17.4124 iou:0.72611
Frame:94 FPS:17.1334 iou:0.705592
Frame:95 FPS:16.8978 iou:0.713103
Frame:96 FPS:14.6178 iou:0.734887
Frame:97 FPS:10.202 iou:0.712364
Frame:98 FPS:12.2235 iou:0.713122
Frame:99 FPS:17.4529 iou:0.735298
Frame:100 FPS:17.2449 iou:0.76658
Frame:101 FPS:17.7882 iou:0.820231
Frame:102 FPS:17.4864 iou:0.809561
Frame:103 FPS:10.2344 iou:0.816111
Frame:104 FPS:14.1713 iou:0.803393
Frame:105 FPS:17.0247 iou:0.790486
Frame:106 FPS:17.6378 iou:0.78213
Frame:107 FPS:14.3396 iou:0.772245
Frame:108 FPS:17.0621 iou:0.798575
Frame:109 FPS:10.6197 iou:0.785062
Frame:110 FPS:11.7924 iou:0.798367
Frame:111 FPS:18.1065 iou:0.793284
Frame:112 FPS:14.8485 iou:0.808538
Frame:113 FPS:18.0593 iou:0.804116
Frame:114 FPS:17.2995 iou:0.771908
Frame:115 FPS:10.3821 iou:0.760521
Frame:116 FPS:11.8726 iou:0.749126
Frame:117 FPS:16.8134 iou:0.754083
Frame:118 FPS:17.9316 iou:0.778283
Frame:119 FPS:14.9336 iou:0.762528
Frame:120 FPS:17.5318 iou:0.726317
Frame:121 FPS:8.72047 iou:0.753485
Frame:122 FPS:15.1622 iou:0.750246
Frame:123 FPS:17.3315 iou:0.758571
Frame:124 FPS:14.753 iou:0.750831
Frame:125 FPS:17.162 iou:0.735205
Frame:126 FPS:14.5296 iou:0.750681
Frame:127 FPS:10.1228 iou:0.744875
Frame:128 FPS:13.9038 iou:0.757149
Frame:129 FPS:17.3386 iou:0.747133
Frame:130 FPS:17.5175 iou:0.73619
Frame:131 FPS:15.3978 iou:0.716942
Frame:132 FPS:17.2547 iou:0.654873
Frame:133 FPS:9.23897 iou:0.683999
Frame:134 FPS:14.4432 iou:0.72982
Frame:135 FPS:17.7721 iou:0.734508
Frame:136 FPS:16.76 iou:0.757882
Frame:137 FPS:16.9103 iou:0.765141
Frame:138 FPS:17.4067 iou:0.776844
Frame:139 FPS:9.14904 iou:0.776094
Frame:140 FPS:14.5562 iou:0.734641
Frame:141 FPS:17.6612 iou:0.727378
Frame:142 FPS:14.6485 iou:0.745596
Frame:143 FPS:15.9598 iou:0.742647
Frame:144 FPS:17.5614 iou:0.739416
Frame:145 FPS:9.63202 iou:0.719249
Frame:146 FPS:13.9612 iou:0.717744
Frame:147 FPS:16.0475 iou:0.717382
Frame:148 FPS:17.2298 iou:0.742816
Frame:149 FPS:17.4371 iou:0.763129
Frame:150 FPS:14.4557 iou:0.761646
Frame:151 FPS:10.0797 iou:0.793616
Frame:152 FPS:12.5647 iou:0.779965
Frame:153 FPS:17.2234 iou:0.769362
Frame:154 FPS:17.5726 iou:0.759022
Frame:155 FPS:15.6595 iou:0.74993
Frame:156 FPS:17.2576 iou:0.738607
Frame:157 FPS:8.54346 iou:0.765925
Frame:158 FPS:15.3349 iou:0.753895
Frame:159 FPS:16.0244 iou:0.776002
Frame:160 FPS:16.9492 iou:0.773403
Frame:161 FPS:17.0852 iou:0.768993
Frame:162 FPS:14.7295 iou:0.770758
Frame:163 FPS:10.0514 iou:0.78693
Frame:164 FPS:11.9501 iou:0.773633
Frame:165 FPS:16.9739 iou:0.75121
Frame:166 FPS:17.2187 iou:0.761878
Frame:167 FPS:15.2821 iou:0.769242
Frame:168 FPS:16.8936 iou:0.781788
Frame:169 FPS:9.32308 iou:0.769619
Frame:170 FPS:14.1461 iou:0.780742
Frame:171 FPS:15.5503 iou:0.781486
Frame:172 FPS:16.6995 iou:0.780003
Frame:173 FPS:17.1619 iou:0.770245
Frame:174 FPS:14.4101 iou:0.789421
Frame:175 FPS:9.9899 iou:0.805036
Frame:176 FPS:12.167 iou:0.816801
Frame:177 FPS:17.0147 iou:0.833205
Frame:178 FPS:14.8082 iou:0.821757
Frame:179 FPS:16.9279 iou:0.779645
Frame:180 FPS:17.22 iou:0.753563
Frame:181 FPS:8.67894 iou:0.816305
Frame:182 FPS:15.0964 iou:0.779251
Frame:183 FPS:14.8089 iou:0.793785
Frame:184 FPS:16.5824 iou:0.775366
Frame:185 FPS:14.3312 iou:0.758018
Frame:186 FPS:16.9142 iou:0.743928
Frame:187 FPS:10.3018 iou:0.763766
Frame:188 FPS:11.7978 iou:0.780009
Frame:189 FPS:17.0163 iou:0.829139
Frame:190 FPS:17.8908 iou:0.800698
Frame:191 FPS:15.081 iou:0.828894
Frame:192 FPS:17.2912 iou:0.784609
Frame:193 FPS:10.3612 iou:0.820412
Frame:194 FPS:11.7125 iou:0.804248
Frame:195 FPS:16.8664 iou:0.792227
Frame:196 FPS:17.598 iou:0.812094
Frame:197 FPS:14.5996 iou:0.828417
Frame:198 FPS:17.0752 iou:0.832477
Frame:199 FPS:10.3143 iou:0.849209
Frame:200 FPS:11.9499 iou:0.843583
Frame:201 FPS:17.1496 iou:0.826962
Frame:202 FPS:17.6488 iou:0.843584
Frame:203 FPS:14.8703 iou:0.83945
Frame:204 FPS:17.3614 iou:0.822908
Frame:205 FPS:10.3294 iou:0.866649
Frame:206 FPS:13.4451 iou:0.89984
Frame:207 FPS:17.2184 iou:0.889366
Frame:208 FPS:17.4185 iou:0.916328
Frame:209 FPS:14.8743 iou:0.90585
Frame:210 FPS:16.7992 iou:0.911701
Frame:211 FPS:10.1458 iou:0.913435
Frame:212 FPS:13.4718 iou:0.938674
Frame:213 FPS:16.9878 iou:0.931441
Frame:214 FPS:17.1803 iou:0.914937
Frame:215 FPS:14.507 iou:0.86982
Frame:216 FPS:16.7856 iou:0.914248
Frame:217 FPS:8.61783 iou:0.917363
Frame:218 FPS:11.7498 iou:0.900738
Frame:219 FPS:10.1546 iou:0.90014
Frame:220 FPS:14.9695 iou:0.89286
Frame:221 FPS:17.5175 iou:0.92278
Frame:222 FPS:14.7897 iou:0.896981
Frame:223 FPS:10.0758 iou:0.905577
Frame:224 FPS:13.7648 iou:0.84257
Frame:225 FPS:17.2183 iou:0.864034
Frame:226 FPS:17.3687 iou:0.84745
Frame:227 FPS:17.7667 iou:0.841755
Frame:228 FPS:17.0989 iou:0.803063
Frame:229 FPS:10.2084 iou:0.798117
Frame:230 FPS:13.9344 iou:0.771121
Frame:231 FPS:15.4535 iou:0.812156
Frame:232 FPS:17.531 iou:0.796732
Frame:233 FPS:15.5683 iou:0.766085
Frame:234 FPS:17.5992 iou:0.770105
Frame:235 FPS:8.94142 iou:0.785273
Frame:236 FPS:15.1591 iou:0.819251
Frame:237 FPS:17.8102 iou:0.833803
Frame:238 FPS:15.1657 iou:0.8228
Frame:239 FPS:17.6991 iou:0.849073
Frame:240 FPS:17.835 iou:0.849224
Frame:241 FPS:9.05599 iou:0.849107
Frame:242 FPS:14.7462 iou:0.810159
Frame:243 FPS:17.65 iou:0.789679
Frame:244 FPS:14.6351 iou:0.76732
Frame:245 FPS:17.4828 iou:0.746488
Frame:246 FPS:18.1397 iou:0.726101
Frame:247 FPS:9.05558 iou:0.741578
Frame:248 FPS:14.9122 iou:0.706675
Frame:249 FPS:17.577 iou:0.695964
Frame:250 FPS:15.2807 iou:0.690674
Frame:251 FPS:17.8341 iou:0.71306
Frame:252 FPS:17.6095 iou:0.744447
Frame:253 FPS:9.14883 iou:0.707619
Frame:254 FPS:14.9338 iou:0.698933
Frame:255 FPS:18.2756 iou:0.672261
Frame:256 FPS:17.6154 iou:0.696545
Frame:257 FPS:17.3233 iou:0.730578
Frame:258 FPS:17.7191 iou:0.701724
Frame:259 FPS:9.10425 iou:0.728226
Frame:260 FPS:15.0872 iou:0.733503
Frame:261 FPS:17.7412 iou:0.732462
Frame:262 FPS:15.3713 iou:0.755925
Frame:263 FPS:17.9643 iou:0.726009
Frame:264 FPS:18.254 iou:0.725519
Frame:265 FPS:8.79654 iou:0.697379
Frame:266 FPS:16.1327 iou:0.712499
Frame:267 FPS:18.6891 iou:0.680898
Frame:268 FPS:18.3182 iou:0.681669
Frame:269 FPS:19.0067 iou:0.679183
Frame:270 FPS:18.8639 iou:0.650888
Frame:271 FPS:11.523 iou:0.656378
Frame:272 FPS:13.9217 iou:0.659329
Frame:273 FPS:19.9325 iou:0.668169
Frame:274 FPS:19.2708 iou:0.670502
Frame:275 FPS:19.4183 iou:0.681596
Frame:276 FPS:19.4898 iou:0.669892
Frame:277 FPS:11.4922 iou:0.672591
Frame:278 FPS:13.847 iou:0.689808
Frame:279 FPS:20.2486 iou:0.691091
Frame:280 FPS:19.2947 iou:0.680437
Frame:281 FPS:19.7089 iou:0.707008
Frame:282 FPS:19.6944 iou:0.700739
Frame:283 FPS:11.1223 iou:0.702566
Frame:284 FPS:13.7922 iou:0.684752
Frame:285 FPS:19.8158 iou:0.691463
Frame:286 FPS:18.8571 iou:0.712053
Frame:287 FPS:18.7725 iou:0.67474
Frame:288 FPS:18.6786 iou:0.695985
Frame:289 FPS:11.1276 iou:0.707548
Frame:290 FPS:14.0619 iou:0.697658
Frame:291 FPS:18.7444 iou:0.679255
Frame:292 FPS:19.4549 iou:0.678143
Frame:293 FPS:19.3518 iou:0.678755
Frame:294 FPS:18.9112 iou:0.678143
Frame:295 FPS:11.7001 iou:0.686354
Frame:296 FPS:13.9349 iou:0.694399
Frame:297 FPS:19.1012 iou:0.694388
Frame:298 FPS:19.2817 iou:0.695466
Frame:299 FPS:19.6776 iou:0.696148
Frame:300 FPS:19.273 iou:0.691252
Frame:301 FPS:11.5544 iou:0.690588
Frame:302 FPS:14.0329 iou:0.69332
Frame:303 FPS:19.0753 iou:0.69453
Frame:304 FPS:19.3989 iou:0.697177
Frame:305 FPS:20.131 iou:0.69332
Frame:306 FPS:18.9731 iou:0.696707
Frame:307 FPS:11.6067 iou:0.690838
Frame:308 FPS:13.7023 iou:0.693329
Frame:309 FPS:18.8388 iou:0.688229
Frame:310 FPS:19.1389 iou:0.683566
Frame:311 FPS:19.5842 iou:0.672291
Frame:312 FPS:18.9507 iou:0.664479
Frame:313 FPS:11.525 iou:0.666023
Frame:314 FPS:13.9722 iou:0.672744
Frame:315 FPS:19.1367 iou:0.672744
Frame:316 FPS:19.4707 iou:0.666023
Frame:317 FPS:19.4028 iou:0.652859
Frame:318 FPS:18.9957 iou:0.649578
Frame:319 FPS:11.6341 iou:0.648833
Frame:320 FPS:13.8032 iou:0.648833
Frame:321 FPS:19.119 iou:0.647984
Frame:322 FPS:19.4585 iou:0.649578
Frame:323 FPS:19.8913 iou:0.650754
Frame:324 FPS:18.8679 iou:0.651184
Frame:325 FPS:11.5856 iou:0.651508
Frame:326 FPS:13.8435 iou:0.65184
Frame:327 FPS:18.8808 iou:0.651508
Frame:328 FPS:19.2198 iou:0.653812
Frame:329 FPS:19.8432 iou:0.660628
Frame:330 FPS:18.9526 iou:0.662276
Frame:331 FPS:11.7121 iou:0.659933
Frame:332 FPS:13.8443 iou:0.661602
Frame:333 FPS:18.7852 iou:0.661602
Frame:334 FPS:19.3874 iou:0.662276
Frame:335 FPS:20.1148 iou:0.663648
Frame:336 FPS:18.8075 iou:0.662842
Frame:337 FPS:11.6811 iou:0.663299
Frame:338 FPS:13.8142 iou:0.664019
Frame:339 FPS:19.0813 iou:0.664039
Frame:340 FPS:19.5126 iou:0.663648
Frame:341 FPS:19.8478 iou:0.663888
Frame:342 FPS:19.2003 iou:0.662841
