Frame:1 FPS:17.853 iou:0.9835
Frame:2 FPS:13.2327 iou:0.976527
Frame:3 FPS:16.1256 iou:0.969609
Frame:4 FPS:17.4593 iou:0.979081
Frame:5 FPS:18.04 iou:0.978203
Frame:6 FPS:18.6976 iou:0.982217
Frame:7 FPS:10.7451 iou:0.980296
Frame:8 FPS:14.476 iou:0.978469
Frame:9 FPS:18.5139 iou:0.975896
Frame:10 FPS:18.788 iou:0.980134
Frame:11 FPS:17.9435 iou:0.973216
Frame:12 FPS:18.5051 iou:0.976755
Frame:13 FPS:10.4993 iou:0.958017
Frame:14 FPS:14.4422 iou:0.971314
Frame:15 FPS:15.4706 iou:0.93914
Frame:16 FPS:18.0378 iou:0.93914
Frame:17 FPS:15.512 iou:0.93914
Frame:18 FPS:17.9802 iou:0.934886
Frame:19 FPS:8.78725 iou:0.884712
Frame:20 FPS:16.1638 iou:0.884712
Frame:21 FPS:15.0348 iou:0.884712
Frame:22 FPS:17.7924 iou:0.93914
Frame:23 FPS:14.8514 iou:0.884712
Frame:24 FPS:17.6083 iou:0.93914
Frame:25 FPS:10.4314 iou:0.93914
Frame:26 FPS:12.7548 iou:0.93914
Frame:27 FPS:17.6066 iou:0.93914
Frame:28 FPS:15.413 iou:0.93914
Frame:29 FPS:16.5673 iou:0.93914
Frame:30 FPS:15.327 iou:0.93914
Frame:31 FPS:10.0912 iou:0.921975
Frame:32 FPS:13.0295 iou:0.920557
Frame:33 FPS:17.225 iou:0.922827
Frame:34 FPS:15.558 iou:0.907626
Frame:35 FPS:17.5996 iou:0.943494
Frame:36 FPS:17.9111 iou:0.940421
Frame:37 FPS:9.00329 iou:0.950511
Frame:38 FPS:14.7303 iou:0.951354
Frame:39 FPS:15.1934 iou:0.919301
Frame:40 FPS:17.418 iou:0.896662
Frame:41 FPS:17.7497 iou:0.92401
Frame:42 FPS:14.6656 iou:0.918417
Frame:43 FPS:10.0278 iou:0.937776
Frame:44 FPS:12.3178 iou:0.918991
Frame:45 FPS:17.2665 iou:0.921087
Frame:46 FPS:14.6806 iou:0.916421
Frame:47 FPS:17.5802 iou:0.920776
Frame:48 FPS:14.8116 iou:0.918876
Frame:49 FPS:10.0697 iou:0.940607
Frame:50 FPS:12.2146 iou:0.940705
Frame:51 FPS:16.7379 iou:0.94081
Frame:52 FPS:14.4472 iou:0.942204
Frame:53 FPS:17.0853 iou:0.911987
Frame:54 FPS:15.8868 iou:0.902824
Frame:55 FPS:15.7293 iou:0.935599
Frame:56 FPS:16.1472 iou:0.93857
Frame:57 FPS:14.4502 iou:0.93946
Frame:58 FPS:17.5853 iou:0.908363
Frame:59 FPS:14.6337 iou:0.912293
Frame:60 FPS:16.7511 iou:0.907662
Frame:61 FPS:8.60297 iou:0.921287
Frame:62 FPS:15.8336 iou:0.894094
Frame:63 FPS:17.4179 iou:0.890735
Frame:64 FPS:17.3419 iou:0.920983
Frame:65 FPS:15.0116 iou:0.923606
Frame:66 FPS:17.3561 iou:0.917767
Frame:67 FPS:15.8564 iou:0.917767
