Frame:1 FPS:36.3878 iou:0.855509
Frame:2 FPS:26.5505 iou:0.751737
Frame:3 FPS:22.4786 iou:0.771245
Frame:4 FPS:23.6675 iou:0.769976
Frame:5 FPS:34.5272 iou:0.636961
Frame:6 FPS:34.5275 iou:0.666514
Frame:7 FPS:20.6412 iou:0.69612
Frame:8 FPS:20.5438 iou:0.628067
Frame:9 FPS:32.2343 iou:0.643381
Frame:10 FPS:32.7859 iou:0.663226
Frame:11 FPS:33.4522 iou:0.656518
Frame:12 FPS:30.8418 iou:0.67471
Frame:13 FPS:19.9691 iou:0.637139
Frame:14 FPS:20.4824 iou:0.590218
Frame:15 FPS:22.3413 iou:0.576341
Frame:16 FPS:30.4036 iou:0.585068
Frame:17 FPS:32.2071 iou:0.565433
Frame:18 FPS:30.6641 iou:0.58561
Frame:19 FPS:28.6792 iou:0.63224
Frame:20 FPS:27.7355 iou:0.556122
Frame:21 FPS:27.9939 iou:0.597436
Frame:22 FPS:30.3317 iou:0.585817
Frame:23 FPS:32.0757 iou:0.531671
Frame:24 FPS:30.91 iou:0.536702
Frame:25 FPS:18.2844 iou:0.542077
Frame:26 FPS:19.5102 iou:0.562419
Frame:27 FPS:30.6715 iou:0.562885
Frame:28 FPS:30.8146 iou:0.579416
Frame:29 FPS:30.5463 iou:0.567338
Frame:30 FPS:29.3368 iou:0.523705
Frame:31 FPS:17.897 iou:0.534226
Frame:32 FPS:19.4047 iou:0.489029
Frame:33 FPS:29.8573 iou:0.508816
Frame:34 FPS:29.3319 iou:0.529099
Frame:35 FPS:29.4487 iou:0.539627
Frame:36 FPS:28.5845 iou:0.55245
Frame:37 FPS:18.4427 iou:0.555911
Frame:38 FPS:18.983 iou:0.494843
Frame:39 FPS:30.43 iou:0.515696
Frame:40 FPS:30.7617 iou:0.521486
Frame:41 FPS:29.4878 iou:0.564047
Frame:42 FPS:30.0168 iou:0.549972
Frame:43 FPS:19.1605 iou:0.548738
Frame:44 FPS:20.465 iou:0.573258
Frame:45 FPS:20.5713 iou:0.571871
Frame:46 FPS:21.2231 iou:0.581015
Frame:47 FPS:20.7603 iou:0.539505
Frame:48 FPS:21.3256 iou:0.554784
Frame:49 FPS:26.9825 iou:0.548718
Frame:50 FPS:27.3671 iou:0.606379
Frame:51 FPS:27.3932 iou:0.59058
Frame:52 FPS:30.9442 iou:0.594453
Frame:53 FPS:30.3248 iou:0.558251
Frame:54 FPS:30.0069 iou:0.57876
Frame:55 FPS:18.8806 iou:0.587728
Frame:56 FPS:18.87 iou:0.574871
Frame:57 FPS:30.2117 iou:0.574571
Frame:58 FPS:30.6568 iou:0.585785
Frame:59 FPS:30.4481 iou:0.658425
Frame:60 FPS:30.5492 iou:0.675296
Frame:61 FPS:18.6692 iou:0.613319
Frame:62 FPS:18.5958 iou:0.604844
Frame:63 FPS:30.0578 iou:0.562517
Frame:64 FPS:31.7894 iou:0.588925
Frame:65 FPS:29.5049 iou:0.56863
Frame:66 FPS:29.2101 iou:0.583011
Frame:67 FPS:18.7747 iou:0.583203
Frame:68 FPS:18.8662 iou:0.569107
Frame:69 FPS:31.4831 iou:0.611397
Frame:70 FPS:30.7532 iou:0.628383
Frame:71 FPS:29.8865 iou:0.636314
Frame:72 FPS:29.8143 iou:0.635978
Frame:73 FPS:18.8416 iou:0.639926
Frame:74 FPS:19.0003 iou:0.587884
Frame:75 FPS:30.0594 iou:0.596486
Frame:76 FPS:29.6774 iou:0.592642
Frame:77 FPS:30.0868 iou:0.651391
Frame:78 FPS:29.318 iou:0.614926
Frame:79 FPS:18.5464 iou:0.648428
Frame:80 FPS:19.0147 iou:0.666254
Frame:81 FPS:30.661 iou:0.686468
Frame:82 FPS:29.9446 iou:0.612087
Frame:83 FPS:29.5534 iou:0.659281
Frame:84 FPS:30.0676 iou:0.600486
Frame:85 FPS:19.2251 iou:0.608364
Frame:86 FPS:20.5501 iou:0.590503
Frame:87 FPS:20.6551 iou:0.558896
Frame:88 FPS:21.3807 iou:0.566601
Frame:89 FPS:20.9531 iou:0.565986
Frame:90 FPS:20.468 iou:0.573182
Frame:91 FPS:19.1939 iou:0.599796
Frame:92 FPS:20.6304 iou:0.556171
Frame:93 FPS:20.6317 iou:0.581508
Frame:94 FPS:21.3535 iou:0.608429
Frame:95 FPS:29.6466 iou:0.657297
Frame:96 FPS:30.8526 iou:0.681206
Frame:97 FPS:27.8449 iou:0.682986
Frame:98 FPS:18.6748 iou:0.578577
Frame:99 FPS:27.9654 iou:0.617461
Frame:100 FPS:30.3963 iou:0.617044
Frame:101 FPS:30.3481 iou:0.65154
Frame:102 FPS:30.1034 iou:0.648732
Frame:103 FPS:18.6949 iou:0.670618
Frame:104 FPS:18.859 iou:0.717162
Frame:105 FPS:30.0425 iou:0.676369
Frame:106 FPS:31.1449 iou:0.690587
Frame:107 FPS:30.1914 iou:0.588823
Frame:108 FPS:30.0765 iou:0.601015
Frame:109 FPS:18.9545 iou:0.692332
Frame:110 FPS:19.0065 iou:0.597409
Frame:111 FPS:30.5002 iou:0.611803
Frame:112 FPS:30.9593 iou:0.610341
Frame:113 FPS:30.7001 iou:0.625693
Frame:114 FPS:30.3768 iou:0.699098
Frame:115 FPS:18.7772 iou:0.589166
Frame:116 FPS:18.8869 iou:0.64815
Frame:117 FPS:30.0903 iou:0.593696
Frame:118 FPS:30.3917 iou:0.574063
Frame:119 FPS:30.2314 iou:0.623322
Frame:120 FPS:29.8218 iou:0.567904
Frame:121 FPS:18.7856 iou:0.576069
